Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Lago Junior,ci CIV,"MF,FW",27,40,40,3553,39.5,11,8,19,9,2,3,4,0,0.28,0.2,0.48,0.23,0.43,Matches,2018-2019,Mallorca
Salva Sevilla,es ESP,MF,34,38,37,3311,36.8,3,9,12,3,0,0,8,0,0.08,0.24,0.33,0.08,0.33,Matches,2018-2019,Mallorca
Antonio Raillo,es ESP,DF,26,35,35,3095,34.4,2,0,2,2,0,0,12,1,0.06,0.0,0.06,0.06,0.06,Matches,2018-2019,Mallorca
Manolo Reina,es ESP,GK,33,34,34,3060,34.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Dani Rodríguez,es ESP,MF,30,39,35,2980,33.1,3,3,6,3,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches,2018-2019,Mallorca
Martin Valjent,sk SVK,DF,22,31,29,2640,29.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Marc Pedraza,es ESP,MF,31,35,32,2591,28.8,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Joan Sastre Vanrell,es ESP,DF,21,26,24,2196,24.4,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,Matches,2018-2019,Mallorca
Ariday Cabrera,es ESP,"MF,FW",29,37,26,2185,24.3,7,4,11,7,0,0,2,0,0.29,0.16,0.45,0.29,0.45,Matches,2018-2019,Mallorca
Fran Gámez,es ESP,DF,27,27,24,2157,24.0,1,2,3,1,0,0,5,0,0.04,0.08,0.13,0.04,0.13,Matches,2018-2019,Mallorca
Xisco Campos,es ESP,DF,36,22,19,1650,18.3,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Pervis Estupiñán,ec ECU,DF,20,21,18,1640,18.2,3,2,5,3,0,0,7,1,0.16,0.11,0.27,0.16,0.27,Matches,2018-2019,Mallorca
Salva Ruiz,es ESP,DF,23,19,18,1594,17.7,0,3,3,0,0,0,5,0,0.0,0.17,0.17,0.0,0.17,Matches,2018-2019,Mallorca
Ante Budimir,hr CRO,FW,27,18,17,1356,15.1,5,1,6,4,1,1,4,1,0.33,0.07,0.4,0.27,0.33,Matches,2018-2019,Mallorca
Álex López,es ESP,FW,24,26,13,1329,14.8,5,2,7,5,0,0,4,0,0.34,0.14,0.47,0.34,0.47,Matches,2018-2019,Mallorca
Abdón Prats,es ESP,FW,25,32,12,1329,14.8,6,3,9,5,1,1,2,1,0.41,0.2,0.61,0.34,0.54,Matches,2018-2019,Mallorca
Iddrisu Baba,gh GHA,MF,22,27,12,1302,14.5,0,1,1,0,0,0,1,1,0.0,0.07,0.07,0.0,0.07,Matches,2018-2019,Mallorca
Stoichkov,es ESP,"FW,MF",24,19,8,812,9.0,3,0,3,3,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,2018-2019,Mallorca
Miquel Parera,es ESP,GK,22,9,9,810,9.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Leonardo Suárez,ar ARG,"MF,FW",22,16,7,638,7.1,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,Matches,2018-2019,Mallorca
Pablo Valcarce,es ESP,"MF,FW",25,12,7,612,6.8,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,Matches,2018-2019,Mallorca
Franco Russo,ar ARG,DF,23,7,6,508,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Carlos Castro,es ESP,FW,23,9,7,488,5.4,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,Matches,2018-2019,Mallorca
Merveille Ndockyt,cg CGO,MF,20,7,5,375,4.2,0,1,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,Matches,2018-2019,Mallorca
Sergio Buenacasa,es ESP,MF,22,10,2,334,3.7,1,0,1,1,0,0,1,0,0.27,0.0,0.27,0.27,0.27,Matches,2018-2019,Mallorca
Ferrán Giner Peris,es ESP,FW,29,8,2,300,3.3,1,0,1,1,0,0,0,0,0.3,0.0,0.3,0.3,0.3,Matches,2018-2019,Mallorca
Alejandro Faurlín,ar ARG,MF,31,4,3,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Pablo Ramon,es ESP,DF,17,2,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Leandro Montagud,es ESP,GK,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Nikola Stojiljković,rs SRB,FW,25,4,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
Víctor De Baunbaug,es ESP,FW,17,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Mallorca
