Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Catena,es ESP,DF,24,40,38,3508.0,39.0,4.0,0.0,4.0,4.0,0.0,0.0,14.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2019-2020,Rayo Vallecano
Óscar Trejo,ar ARG,MF,31,39,37,3090.0,34.3,5.0,0.0,5.0,4.0,1.0,1.0,16.0,2.0,0.15,0.0,0.15,0.12,0.12,Matches,2019-2020,Rayo Vallecano
Stole Dimitrievski,mk MKD,GK,25,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Rayo Vallecano
Luis Advíncula,pe PER,DF,29,36,29,2784.0,30.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2019-2020,Rayo Vallecano
Mario Suárez,es ESP,MF,32,36,31,2697.0,30.0,7.0,2.0,9.0,2.0,5.0,6.0,14.0,0.0,0.23,0.07,0.3,0.07,0.13,Matches,2019-2020,Rayo Vallecano
Esteban Saveljich,me MNE,DF,28,32,28,2489.0,27.7,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2019-2020,Rayo Vallecano
Álvaro García,es ESP,MF,26,37,23,2199.0,24.4,4.0,4.0,8.0,4.0,0.0,0.0,5.0,0.0,0.16,0.16,0.33,0.16,0.33,Matches,2019-2020,Rayo Vallecano
Adri Embarba,es ESP,MF,27,23,23,2008.0,22.3,7.0,11.0,18.0,4.0,3.0,4.0,4.0,0.0,0.31,0.49,0.81,0.18,0.67,Matches,2019-2020,Rayo Vallecano
Tito,es ESP,DF,34,26,22,1938.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Rayo Vallecano
José Pozo,es ESP,MF,23,24,21,1699.0,18.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.16,0.11,0.26,0.16,0.26,Matches,2019-2020,Rayo Vallecano
Andrés Martín,es ESP,"MF,FW",20,29,18,1652.0,18.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.16,0.05,0.22,0.16,0.22,Matches,2019-2020,Rayo Vallecano
Leonardo Ulloa,ar ARG,FW,33,19,18,1628.0,18.1,6.0,2.0,8.0,4.0,2.0,2.0,9.0,1.0,0.33,0.11,0.44,0.22,0.33,Matches,2019-2020,Rayo Vallecano
