Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Martin Braithwaite,dk DEN,FW,32,41,38,3442.0,38.2,22.0,2.0,24.0,15.0,7.0,8.0,4.0,0.0,0.58,0.05,0.63,0.39,0.44,Matches,2023-2024,Espanyol
Leandro Cabrera,uy URU,DF,32,39,36,3256.0,36.2,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,2023-2024,Espanyol
Omar El Hilali,ma MAR,DF,19,38,33,2989.0,33.2,0.0,4.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,2023-2024,Espanyol
Javi Puado,es ESP,"MF,FW",25,36,32,2847.0,31.6,14.0,2.0,16.0,11.0,3.0,3.0,6.0,0.0,0.44,0.06,0.51,0.35,0.41,Matches,2023-2024,Espanyol
Pere Milla,es ESP,"FW,MF",30,39,31,2592.0,28.8,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.14,0.1,0.24,0.14,0.24,Matches,2023-2024,Espanyol
Brian Oliván,es ESP,DF,29,34,30,2531.0,28.1,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2023-2024,Espanyol
Fernando Pacheco,es ESP,GK,31,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Sergi Gómez,es ESP,DF,31,36,25,2316.0,25.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2023-2024,Espanyol
Álvaro Aguado,es ESP,MF,27,35,26,2210.0,24.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.04,0.12,0.16,0.04,0.16,Matches,2023-2024,Espanyol
Keidi Bare,al ALB,MF,25,38,22,2114.0,23.5,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2023-2024,Espanyol
Jofre,es ESP,MF,22,38,23,1976.0,22.0,5.0,4.0,9.0,5.0,0.0,0.0,2.0,0.0,0.23,0.18,0.41,0.23,0.41,Matches,2023-2024,Espanyol
Fernando Calero,es ESP,DF,27,25,23,1971.0,21.9,3.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,0.14,0.0,0.14,0.14,0.14,Matches,2023-2024,Espanyol
José Gragera,es ESP,MF,22,32,20,1857.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2023-2024,Espanyol
Pol Lozano,es ESP,MF,23,24,20,1682.0,18.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2023-2024,Espanyol
Joan García,es ESP,GK,22,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Nico Ribaudo,es ESP,"MF,FW",22,22,16,1330.0,14.8,4.0,3.0,7.0,4.0,0.0,0.0,6.0,1.0,0.27,0.2,0.47,0.27,0.47,Matches,2023-2024,Espanyol
Edu Expósito,es ESP,MF,26,23,17,1273.0,14.1,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.07,0.28,0.35,0.07,0.35,Matches,2023-2024,Espanyol
Salvi,es ESP,MF,32,27,8,1049.0,11.7,4.0,2.0,6.0,4.0,0.0,0.0,0.0,1.0,0.34,0.17,0.51,0.34,0.51,Matches,2023-2024,Espanyol
Víctor Ruiz,es ESP,DF,34,15,11,936.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,2023-2024,Espanyol
Óscar Gil,es ESP,DF,26,20,10,886.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Keita Baldé,sn SEN,FW,28,23,5,644.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,2023-2024,Espanyol
Ramon,br BRA,"DF,MF",22,15,5,612.0,6.8,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.44,0.44,0.0,0.44,Matches,2023-2024,Espanyol
José Carlos Lazo,es ESP,"FW,MF",27,16,4,414.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,2023-2024,Espanyol
Gastón Valles,uy URU,FW,22,12,3,341.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2023-2024,Espanyol
Omar Sadik,ma MAR,FW,19,4,4,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Antoniu,es ESP,MF,20,6,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Ian Forns,es ESP,DF,19,3,3,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Rubén,es ESP,MF,22,5,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
Marc Jurado,es ESP,DF,19,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Espanyol
