Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Leart Paqarada,xk KVX,DF,26,37,37,3231.0,35.9,3.0,11.0,14.0,3.0,0.0,0.0,3.0,0.0,0.08,0.31,0.39,0.08,0.39,Matches,2021-2022,St. Pauli
Guido Burgstaller,at AUT,FW,32,35,35,3084.0,34.3,20.0,8.0,28.0,16.0,4.0,4.0,4.0,0.0,0.58,0.23,0.82,0.47,0.7,Matches,2021-2022,St. Pauli
Nikola Vasilj,ba BIH,GK,25,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Jakov Medić,hr CRO,"DF,MF",22,34,33,2942.0,32.7,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,2021-2022,St. Pauli
Marcel Hartel,de GER,"MF,FW",25,34,34,2866.0,31.8,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,0.06,0.19,0.25,0.06,0.25,Matches,2021-2022,St. Pauli
Daniel Kyereh,gh GHA,"MF,FW",25,32,31,2734.0,30.4,13.0,10.0,23.0,12.0,1.0,2.0,6.0,0.0,0.43,0.33,0.76,0.4,0.72,Matches,2021-2022,St. Pauli
Jackson Irvine,au AUS,MF,28,31,26,2400.0,26.7,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,2021-2022,St. Pauli
Luca-Milan Zander,de GER,DF,25,29,24,2113.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches,2021-2022,St. Pauli
Philipp Ziereis,de GER,DF,28,26,25,2108.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Eric Smith,se SWE,"MF,DF",24,19,17,1381.0,15.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2021-2022,St. Pauli
Aremu Afeez,ng NGA,"DF,MF",21,24,16,1335.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Finn Ole Becker,de GER,MF,21,24,15,1292.0,14.4,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.14,0.21,0.35,0.14,0.35,Matches,2021-2022,St. Pauli
James Lawrence,wls WAL,"MF,DF",28,21,11,1219.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2021-2022,St. Pauli
Simon Makienok,dk DEN,FW,30,30,13,1110.0,12.3,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,0.49,0.08,0.57,0.49,0.57,Matches,2021-2022,St. Pauli
Max Dittgen,de GER,FW,26,27,12,1109.0,12.3,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.41,0.16,0.57,0.41,0.57,Matches,2021-2022,St. Pauli
Rico Benatelli,de GER,"FW,MF",29,24,5,860.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2021-2022,St. Pauli
Adam Dźwigała,pl POL,DF,25,23,7,791.0,8.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,2021-2022,St. Pauli
Christopher Buchtmann,de GER,"MF,FW",29,24,7,750.0,8.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,2021-2022,St. Pauli
Etienne Amenyido,tg TOG,"FW,MF",23,15,9,678.0,7.5,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.53,0.4,0.93,0.53,0.93,Matches,2021-2022,St. Pauli
Marcel Beifus,de GER,DF,18,12,7,585.0,6.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.15,0.15,0.31,0.15,0.31,Matches,2021-2022,St. Pauli
Igor Matanovic,hr CRO,FW,18,19,6,562.0,6.2,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,0.32,0.32,0.64,0.32,0.64,Matches,2021-2022,St. Pauli
Dennis Smarsch,de GER,GK,22,5,5,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Sebastian Ohlsson,se SWE,DF,28,8,5,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Lukas Daschner,de GER,FW,22,12,2,335.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2021-2022,St. Pauli
Lars Ritzka,de GER,DF,23,12,1,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Jannes Wieckhoff,de GER,DF,20,2,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Christian Viet,de GER,MF,22,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,St. Pauli
Franz Roggow,de GER,MF,19,0,0,,,,,,,,,,,,,,,,Matches,2021-2022,St. Pauli
Sören Ahlers,de GER,GK,23,0,0,,,,,,,,,,,,,,,,Matches,2021-2022,St. Pauli
Niklas Jessen,de GER,MF,17,0,0,,,,,,,,,,,,,,,,Matches,2021-2022,St. Pauli
Marvin Knoll,de GER,"DF,FW",30,0,0,,,,,,,,,,,,,,,,Matches,2021-2022,St. Pauli
