Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Javi Hernández,es ESP,DF,22,34,33,2943.0,32.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,0.09,0.03,0.12,0.09,0.12,Matches,2020-2021,Leganes
Sergi Palencia,es ESP,"DF,MF",24,37,32,2884.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Rubén Pérez,es ESP,MF,31,35,31,2649.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Iván Cuéllar,es ESP,GK,36,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Rubén Pardo,es ESP,MF,27,37,26,2380.0,26.4,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.15,0.15,0.3,0.15,0.3,Matches,2020-2021,Leganes
Gaku Shibasaki,jp JPN,MF,28,35,25,2318.0,25.8,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.08,0.12,0.19,0.08,0.19,Matches,2020-2021,Leganes
José Arnaiz,es ESP,"MF,FW",25,33,28,2268.0,25.2,6.0,1.0,7.0,6.0,0.0,0.0,4.0,0.0,0.24,0.04,0.28,0.24,0.28,Matches,2020-2021,Leganes
Rodrigo Tarín,es ESP,DF,24,30,25,2267.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Kenneth Omeruo,ng NGA,DF,26,27,26,2178.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,2020-2021,Leganes
Borja Bastón,es ESP,FW,27,37,24,2153.0,23.9,5.0,3.0,8.0,3.0,2.0,2.0,5.0,0.0,0.21,0.13,0.33,0.13,0.25,Matches,2020-2021,Leganes
Sabin Merino,es ESP,"FW,MF",28,38,22,1870.0,20.8,9.0,0.0,9.0,7.0,2.0,2.0,4.0,0.0,0.43,0.0,0.43,0.34,0.34,Matches,2020-2021,Leganes
Sergi,es ESP,DF,28,22,18,1788.0,19.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches,2020-2021,Leganes
Javier Eraso,es ESP,"MF,FW",30,30,21,1756.0,19.5,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2020-2021,Leganes
Ignasi Miquel,es ESP,DF,27,22,19,1752.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Luis Perea,es ESP,MF,22,34,14,1517.0,16.9,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2020-2021,Leganes
Asier Riesgo,es ESP,GK,36,15,15,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Leganes
Robert Ibáñez,es ESP,MF,27,26,15,1283.0,14.3,3.0,1.0,4.0,3.0,0.0,0.0,4.0,2.0,0.21,0.07,0.28,0.21,0.28,Matches,2020-2021,Leganes
Unai Bustinza,es ESP,DF,28,19,14,1207.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches,2020-2021,Leganes
Jonathan Silva,ar ARG,DF,26,15,13,1103.0,12.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,2020-2021,Leganes
