Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
David de Gea,es ESP,GK,30,46,46,4140.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Manchester Utd
Bruno Fernandes,pt POR,MF,26,46,43,3853.0,42.8,10.0,14.0,24.0,10.0,0.0,2.0,10.0,0.0,10.2,8.6,12.5,21.1,86.0,282.0,232.0,0.23,0.33,0.56,0.23,0.56,0.25,0.31,0.56,0.21,0.52,Matches,2021-2022,Manchester Utd
Cristiano Ronaldo,pt POR,FW,36,38,35,3186.0,35.4,24.0,3.0,27.0,21.0,3.0,4.0,9.0,0.0,20.6,18.3,3.4,21.6,84.0,83.0,248.0,0.68,0.08,0.76,0.59,0.68,0.61,0.1,0.7,0.54,0.63,Matches,2021-2022,Manchester Utd
Harry Maguire,eng ENG,DF,28,37,35,3168.0,35.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,1.0,2.3,2.3,0.4,2.7,25.0,124.0,8.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches,2021-2022,Manchester Utd
Scott McTominay,sct SCO,MF,24,37,35,2994.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.2,2.2,1.5,3.7,43.0,149.0,40.0,0.06,0.03,0.09,0.06,0.09,0.07,0.05,0.12,0.07,0.12,Matches,2021-2022,Manchester Utd
Victor Lindelöf,se SWE,DF,27,35,33,2960.0,32.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.6,0.8,16.0,79.0,5.0,0.0,0.06,0.06,0.0,0.06,0.01,0.02,0.03,0.01,0.03,Matches,2021-2022,Manchester Utd
Fred,br BRA,MF,28,36,30,2588.0,28.8,4.0,5.0,9.0,4.0,0.0,0.0,8.0,0.0,1.5,1.5,2.3,3.9,18.0,157.0,47.0,0.14,0.17,0.31,0.14,0.31,0.06,0.09,0.14,0.06,0.14,Matches,2021-2022,Manchester Utd
Jadon Sancho,eng ENG,FW,21,38,27,2481.0,27.6,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,4.3,4.3,4.2,8.5,128.0,108.0,268.0,0.18,0.11,0.29,0.18,0.29,0.17,0.17,0.33,0.17,0.33,Matches,2021-2022,Manchester Utd
Raphaël Varane,fr FRA,DF,28,29,26,2363.0,26.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,18.0,62.0,3.0,0.04,0.04,0.08,0.04,0.08,0.05,0.01,0.06,0.05,0.06,Matches,2021-2022,Manchester Utd
