Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Jean-Kevin Duverne,ht HAI,DF,20.0,43,42,3873.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Jérémy Vachoux,fr FRA,GK,23.0,38,38,3510.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Dusan Cvetinovic,rs SRB,DF,28.0,37,37,3345.0,37.2,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,2017-2018,Lens
Kevin Fortune,mq MTQ,"FW,MF",27.0,44,36,3313.0,36.8,9.0,13.0,22.0,5.0,4.0,4.0,2.0,0.0,0.24,0.35,0.6,0.14,0.49,Matches,2017-2018,Lens
Souleymane Diarra,ml MLI,MF,22.0,34,31,2717.0,30.2,5.0,2.0,7.0,5.0,0.0,0.0,10.0,4.0,0.17,0.07,0.23,0.17,0.23,Matches,2017-2018,Lens
Abdellah Zoubir,fr FRA,"MF,FW",25.0,35,30,2655.0,29.5,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,0.1,0.17,0.27,0.1,0.27,Matches,2017-2018,Lens
Cristian López,es ESP,FW,28.0,41,25,2494.0,27.7,18.0,1.0,19.0,11.0,7.0,7.0,4.0,0.0,0.65,0.04,0.69,0.4,0.43,Matches,2017-2018,Lens
Jean-Ricner Bellegarde,fr FRA,MF,19.0,31,24,2085.0,23.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.04,0.0,0.04,0.04,0.04,Matches,2017-2018,Lens
Frédéric Duplus,fr FRA,DF,27.0,25,23,2074.0,23.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.09,0.04,0.09,Matches,2017-2018,Lens
Karim Hafez,eg EGY,DF,21.0,23,21,1941.0,21.6,2.0,4.0,6.0,2.0,0.0,0.0,6.0,0.0,0.09,0.19,0.28,0.09,0.28,Matches,2017-2018,Lens
Clément Chantôme,fr FRA,MF,29.0,23,21,1816.0,20.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2017-2018,Lens
Cyrille Bayala,bf BFA,"FW,MF",21.0,33,18,1778.0,19.8,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.15,0.05,0.2,0.15,0.2,Matches,2017-2018,Lens
Djiman Koukou,bj BEN,MF,26.0,23,15,1606.0,17.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2017-2018,Lens
Filip Marković,rs SRB,"FW,MF",25.0,25,19,1499.0,16.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches,2017-2018,Lens
Alex Gersbach,au AUS,DF,20.0,14,13,1224.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Dankler,br BRA,DF,25.0,14,13,1201.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Walid Mesloub,dz ALG,MF,31.0,14,13,1201.0,13.3,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.37,0.15,0.52,0.37,0.52,Matches,2017-2018,Lens
Brice Dja Djédjé,ci CIV,DF,26.0,14,13,1114.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
John Bostock,tt TRI,MF,25.0,16,9,902.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2017-2018,Lens
Nicolas Douchez,fr FRA,GK,37.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Abdelrafik Gérard,fr FRA,"MF,FW",24.0,15,7,686.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches,2017-2018,Lens
William Bianda,fr FRA,DF,17.0,9,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Álvaro Lemos,es ESP,DF,24.0,9,7,655.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Thomas Ephestion,mq MTQ,MF,22.0,11,6,628.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.14,0.29,0.14,0.29,Matches,2017-2018,Lens
Ivan Lendrić,hr CRO,FW,25.0,11,7,577.0,6.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.94,0.0,0.94,0.94,0.94,Matches,2017-2018,Lens
Moussa Maâzou,ne NIG,"MF,FW",28.0,11,6,548.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2017-2018,Lens
Modibo Sagnan,ml MLI,DF,18.0,5,2,280.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Mounir Chouiar,fr FRA,MF,18.0,10,1,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Enzo Ebosse,cm CMR,DF,18.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Maxence Carlier,,,,3,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2017-2018,Lens
Christos Tasoulis,gr GRE,DF,26.0,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Guillaume Beghin,fr FRA,MF,20.0,3,2,143.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.0,0.63,Matches,2017-2018,Lens
Mouaad Madri,fr FRA,MF,27.0,2,2,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Benjamin Gomel,fr FRA,FW,19.0,2,1,102.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.88,0.0,0.88,0.88,0.88,Matches,2017-2018,Lens
Habib Habibou,cf CTA,MF,30.0,1,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Moussa Sylla,fr FRA,DF,18.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lens
Valentin Wojtkowiak,fr FRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lens
Maxence Carlier,fr FRA,DF,20.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lens
Valentin Belon,fr FRA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lens
