Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Marc-André ter Stegen,de GER,GK,30,50,50,4457.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2022-2023,Barcelona
Robert Lewandowski,pl POL,FW,33,46,45,3948.0,43.9,33.0,8.0,41.0,32.0,1.0,2.0,5.0,1.0,28.4,26.8,7.1,33.8,64.0,122.0,305.0,0.75,0.18,0.93,0.73,0.91,0.74,0.18,0.92,0.7,0.88,Matches,2022-2023,Barcelona
Gavi,es ESP,MF,17,49,40,3510.0,39.0,3.0,7.0,10.0,3.0,0.0,0.0,15.0,0.0,3.2,3.2,4.4,7.6,55.0,153.0,173.0,0.08,0.18,0.26,0.08,0.26,0.1,0.14,0.23,0.1,0.23,Matches,2022-2023,Barcelona
Jules Koundé,fr FRA,DF,23,40,39,3452.0,38.4,1.0,6.0,7.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,2.9,4.3,70.0,224.0,70.0,0.03,0.16,0.18,0.03,0.18,0.04,0.09,0.14,0.04,0.14,Matches,2022-2023,Barcelona
Frenkie de Jong,nl NED,MF,25,43,37,3279.0,36.4,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,4.7,7.1,111.0,309.0,89.0,0.05,0.11,0.16,0.05,0.16,0.07,0.14,0.22,0.07,0.22,Matches,2022-2023,Barcelona
Sergio Busquets,es ESP,MF,34,42,38,3274.0,36.4,0.0,4.0,4.0,0.0,0.0,0.0,13.0,1.0,0.7,0.7,2.8,3.5,28.0,277.0,37.0,0.0,0.11,0.11,0.0,0.11,0.02,0.09,0.12,0.02,0.12,Matches,2022-2023,Barcelona
Alejandro Balde,es ESP,DF,18,44,36,3119.0,34.7,1.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,4.9,6.9,116.0,91.0,259.0,0.03,0.17,0.2,0.03,0.2,0.06,0.16,0.22,0.06,0.22,Matches,2022-2023,Barcelona
Raphinha,br BRA,FW,25,50,35,2909.0,32.3,10.0,11.0,21.0,10.0,0.0,0.0,11.0,0.0,10.0,10.0,11.0,21.0,112.0,129.0,386.0,0.31,0.34,0.65,0.31,0.65,0.36,0.39,0.75,0.36,0.75,Matches,2022-2023,Barcelona
Pedri,es ESP,"MF,FW",19,35,31,2702.0,30.0,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,5.9,5.9,5.8,11.7,83.0,219.0,134.0,0.23,0.03,0.27,0.23,0.27,0.22,0.22,0.44,0.22,0.44,Matches,2022-2023,Barcelona
Ronald Araújo,uy URU,DF,23,31,30,2595.0,28.8,1.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,2.2,2.2,0.9,3.0,32.0,89.0,14.0,0.03,0.07,0.1,0.03,0.1,0.09,0.04,0.13,0.09,0.13,Matches,2022-2023,Barcelona
Andreas Christensen,dk DEN,DF,26,32,28,2330.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.6,1.7,23.0,115.0,6.0,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,Matches,2022-2023,Barcelona
Ousmane Dembélé,fr FRA,FW,25,35,25,2149.0,23.9,8.0,9.0,17.0,8.0,0.0,0.0,5.0,0.0,5.0,5.0,6.4,11.4,160.0,100.0,276.0,0.34,0.38,0.71,0.34,0.71,0.25,0.32,0.56,0.25,0.56,Matches,2022-2023,Barcelona
Marcos Alonso,es ESP,DF,31,37,20,1958.0,21.8,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,1.2,3.4,35.0,103.0,25.0,0.14,0.0,0.14,0.14,0.14,0.12,0.07,0.18,0.12,0.18,Matches,2022-2023,Barcelona
