Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Jordi Masip,es ESP,GK,28,42,42,3780.0,42.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2017-2018,Valladolid
Jaime Mata,es ESP,FW,28,41,38,3410.0,37.9,33.0,5.0,38.0,26.0,7.0,7.0,12.0,0.0,0.87,0.13,1.0,0.69,0.82,Matches,2017-2018,Valladolid
Borja Fernández,es ESP,MF,36,37,36,3186.0,35.4,3.0,2.0,5.0,3.0,0.0,0.0,16.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,2017-2018,Valladolid
Kiko Olivas,es ESP,DF,28,35,34,2990.0,33.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,0.06,0.06,0.0,0.06,Matches,2017-2018,Valladolid
Antoñito,es ESP,DF,29,35,33,2984.0,33.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2017-2018,Valladolid
Óscar Plano,es ESP,MF,26,42,33,2847.0,31.6,5.0,8.0,13.0,5.0,0.0,0.0,5.0,0.0,0.16,0.25,0.41,0.16,0.41,Matches,2017-2018,Valladolid
Javi Moyano,es ESP,DF,31,30,30,2644.0,29.4,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2017-2018,Valladolid
Pablo Hervías,es ESP,MF,24,40,30,2539.0,28.2,4.0,5.0,9.0,2.0,2.0,2.0,3.0,0.0,0.14,0.18,0.32,0.07,0.25,Matches,2017-2018,Valladolid
Luismi,es ESP,MF,25,30,28,2350.0,26.1,3.0,3.0,6.0,3.0,0.0,0.0,9.0,2.0,0.11,0.11,0.23,0.11,0.23,Matches,2017-2018,Valladolid
