Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Francesco Caputo,it ITA,FW,29.0,41,41,3651.0,40.6,27.0,6.0,33.0,24.0,3.0,3.0,6.0,0.0,0.67,0.15,0.81,0.59,0.74,Matches,2017-2018,Empoli
Michele Castagnetti,it ITA,MF,27.0,40,39,3460.0,38.4,1.0,2.0,3.0,1.0,0.0,0.0,13.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,2017-2018,Empoli
Manuel Pasqual,it ITA,"DF,MF",35.0,39,37,3325.0,36.9,4.0,11.0,15.0,4.0,0.0,0.0,6.0,0.0,0.11,0.3,0.41,0.11,0.41,Matches,2017-2018,Empoli
Giovanni Di Lorenzo,it ITA,"DF,MF",23.0,36,34,3077.0,34.2,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,0.03,0.15,0.18,0.03,0.18,Matches,2017-2018,Empoli
Ismaël Bennacer,dz ALG,MF,19.0,39,33,3023.0,33.6,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches,2017-2018,Empoli
Alfredo Donnarumma,it ITA,"FW,MF",26.0,39,37,2949.0,32.8,23.0,5.0,28.0,20.0,3.0,3.0,0.0,0.0,0.7,0.15,0.85,0.61,0.76,Matches,2017-2018,Empoli
Rade Krunić,ba BIH,MF,23.0,36,34,2923.0,32.5,4.0,6.0,10.0,4.0,0.0,0.0,9.0,1.0,0.12,0.18,0.31,0.12,0.31,Matches,2017-2018,Empoli
Freddie Veseli,al ALB,DF,24.0,31,30,2726.0,30.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2017-2018,Empoli
Miha Zajc,si SVN,MF,23.0,42,26,2423.0,26.9,8.0,14.0,22.0,8.0,0.0,0.0,5.0,0.0,0.3,0.52,0.82,0.3,0.82,Matches,2017-2018,Empoli
Ivan Provedel,it ITA,GK,23.0,24,24,2190.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Empoli
Sebastiano Luperto,it ITA,DF,20.0,28,22,2017.0,22.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,2017-2018,Empoli
Simone Romagnoli,it ITA,DF,27.0,21,20,1838.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2017-2018,Empoli
Domenico Maietta,it ITA,DF,34.0,17,17,1507.0,16.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,2017-2018,Empoli
Gabriel,br BRA,GK,24.0,16,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Empoli
Lorenco Šimić,hr CRO,DF,21.0,15,14,1266.0,14.1,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,2017-2018,Empoli
Joel Untersee,ch SUI,"DF,MF",23.0,15,11,901.0,10.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,2017-2018,Empoli
Lorenzo Lollo,it ITA,MF,26.0,24,10,880.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches,2017-2018,Empoli
Matteo Brighi,it ITA,MF,36.0,14,4,564.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2017-2018,Empoli
Nikola Ninković,rs SRB,"FW,MF",22.0,20,4,546.0,6.1,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.66,0.16,0.82,0.66,0.82,Matches,2017-2018,Empoli
