Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Anthony Losilla,fr FRA,MF,33,35,35,3135.0,34.8,5.0,0.0,5.0,5.0,0.0,0.0,10.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,2019-2020,Bochum
Manuel Riemann,de GER,GK,30,34,34,3053.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bochum
Danilo Soares,br BRA,DF,27,34,34,2974.0,33.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,2019-2020,Bochum
Silvère Ganvoula M'Boussy,cg CGO,FW,23,30,28,2535.0,28.2,16.0,5.0,21.0,12.0,4.0,5.0,7.0,0.0,0.57,0.18,0.75,0.43,0.6,Matches,2019-2020,Bochum
Cristian Gamboa,cr CRC,DF,29,26,24,2077.0,23.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,2019-2020,Bochum
Danny Blum,de GER,"MF,FW",28,26,22,2014.0,22.4,9.0,8.0,17.0,5.0,4.0,4.0,3.0,0.0,0.4,0.36,0.76,0.22,0.58,Matches,2019-2020,Bochum
Saulo Decarli,ch SUI,DF,27,23,23,2005.0,22.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2019-2020,Bochum
Robert Tesche,de GER,MF,32,26,21,1888.0,21.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches,2019-2020,Bochum
Vitaly Janelt,de GER,MF,21,24,19,1606.0,17.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,2019-2020,Bochum
Simon Zoller,de GER,MF,28,25,17,1580.0,17.6,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.34,0.11,0.46,0.34,0.46,Matches,2019-2020,Bochum
Simon Lorenz,de GER,DF,22,17,16,1423.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,2019-2020,Bochum
Jordi Osei-Tutu,eng ENG,"MF,DF",20,22,16,1356.0,15.1,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.33,0.13,0.46,0.33,0.46,Matches,2019-2020,Bochum
Maxim Leitsch,de GER,DF,21,15,15,1350.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2019-2020,Bochum
Miloš Pantović,rs SRB,MF,23,21,12,1176.0,13.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.23,0.23,0.0,0.23,Matches,2019-2020,Bochum
Sebastian Maier,de GER,"MF,FW",25,16,11,922.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2019-2020,Bochum
Manuel Wintzheimer,de GER,FW,20,21,9,893.0,9.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.3,0.1,0.4,0.3,0.4,Matches,2019-2020,Bochum
Vassilis Lambropoulos,gr GRE,DF,29,10,10,891.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bochum
Lee Chung-yong,kr KOR,"MF,FW",31,14,10,883.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bochum
Armel Bella Kotchap,de GER,DF,17,14,9,839.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bochum
Tom Weilandt,de GER,"MF,FW",27,23,7,794.0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2019-2020,Bochum
Robert Žulj,at AUT,MF,27,11,7,640.0,7.1,1.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,0.14,0.42,0.56,0.0,0.42,Matches,2019-2020,Bochum
Thomas Eisfeld,de GER,MF,26,12,7,579.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.16,0.31,0.16,0.31,Matches,2019-2020,Bochum
Stefano Celozzi,de GER,DF,30,10,6,536.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bochum
