Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Hauke Wahl,de GER,DF,25,36,36,3270.0,36.3,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.03,0.08,0.11,0.03,0.11,Matches,2019-2020,Holstein Kiel
Lee Jae-sung,kr KOR,"FW,MF",26,33,33,2910.0,32.3,10.0,7.0,17.0,10.0,0.0,0.0,2.0,0.0,0.31,0.22,0.53,0.31,0.53,Matches,2019-2020,Holstein Kiel
Johannes van den Bergh,de GER,DF,32,32,31,2699.0,30.0,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,2019-2020,Holstein Kiel
Alexander Mühling,de GER,MF,26,32,32,2668.0,29.6,6.0,5.0,11.0,3.0,3.0,3.0,4.0,0.0,0.2,0.17,0.37,0.1,0.27,Matches,2019-2020,Holstein Kiel
Ioannis Gelios,gr GRE,GK,27,27,27,2460.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Jonas Meffert,de GER,MF,24,26,26,2323.0,25.8,2.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,0.08,0.08,0.15,0.08,0.15,Matches,2019-2020,Holstein Kiel
Salih Özcan,tr TUR,"MF,FW",21,29,27,2318.0,25.8,5.0,7.0,12.0,5.0,0.0,1.0,3.0,0.0,0.19,0.27,0.47,0.19,0.47,Matches,2019-2020,Holstein Kiel
Phil Neumann,de GER,DF,22,27,26,2182.0,24.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches,2019-2020,Holstein Kiel
Stefan Thesker,de GER,DF,28,28,22,2111.0,23.5,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.09,0.13,0.21,0.09,0.21,Matches,2019-2020,Holstein Kiel
Emmanuel Iyoha,de GER,"MF,FW",21,31,24,1953.0,21.7,9.0,0.0,9.0,9.0,0.0,0.0,4.0,0.0,0.41,0.0,0.41,0.41,0.41,Matches,2019-2020,Holstein Kiel
Janni Serra,de GER,FW,21,21,18,1521.0,16.9,8.0,3.0,11.0,8.0,0.0,1.0,0.0,0.0,0.47,0.18,0.65,0.47,0.65,Matches,2019-2020,Holstein Kiel
Aleksandar Ignjovski,rs SRB,"MF,DF",28,22,13,1263.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Dominik Schmidt,de GER,DF,32,22,12,1120.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,2019-2020,Holstein Kiel
Makana Baku,de GER,"FW,MF",21,22,12,1028.0,11.4,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,0.61,0.09,0.7,0.61,0.7,Matches,2019-2020,Holstein Kiel
Finn Porath,de GER,"MF,FW",22,21,9,926.0,10.3,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.29,0.1,0.39,0.29,0.39,Matches,2019-2020,Holstein Kiel
Fabian Reese,de GER,"MF,FW",21,12,10,876.0,9.7,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.1,0.21,0.31,0.1,0.31,Matches,2019-2020,Holstein Kiel
Dominik Reimann,de GER,GK,22,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
David Atanga,gh GHA,"MF,FW",22,20,6,701.0,7.8,1.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.13,1.03,1.16,0.13,1.16,Matches,2019-2020,Holstein Kiel
Darko Todorović,ba BIH,DF,22,9,7,655.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Lion Lauberbach,de GER,"FW,MF",21,21,3,527.0,5.9,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,Matches,2019-2020,Holstein Kiel
Seo Youngjae,kr KOR,"DF,MF",24,9,5,521.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,2019-2020,Holstein Kiel
Jannik Dehm,de GER,DF,23,7,2,354.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,2019-2020,Holstein Kiel
Philipp Sander,de GER,MF,21,6,5,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Salim Khelifi,tn TUN,"FW,MF",25,9,0,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Daniel Hanslik,de GER,FW,22,2,1,112.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,Matches,2019-2020,Holstein Kiel
Michael Eberwein,de GER,"FW,MF",23,3,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Jonas Sterner,de GER,DF,17,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Holstein Kiel
Tobias Fleckstein,de GER,DF,20,0,0,,,,,,,,,,,,,,,,Matches,2019-2020,Holstein Kiel
Timon Weiner,de GER,GK,20,0,0,,,,,,,,,,,,,,,,Matches,2019-2020,Holstein Kiel
