Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Wladimiro Falcone,it ITA,GK,28,39,39,3510.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Lecce
Federico Baschirotto,it ITA,DF,26,39,39,3429.0,38.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06,Matches,2023-2024,Lecce
Marin Pongračić,hr CRO,DF,25,38,37,3354.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.2,1.2,0.4,1.5,45.0,134.0,7.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,2023-2024,Lecce
Ylber Ramadani,al ALB,MF,27,36,36,3150.0,35.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,1.0,1.0,0.5,1.6,36.0,121.0,14.0,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05,Matches,2023-2024,Lecce
Valentin Gendrey,fr FRA,DF,23,38,36,3134.0,34.8,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,1.6,3.2,77.0,116.0,86.0,0.06,0.09,0.14,0.06,0.14,0.05,0.05,0.1,0.05,0.1,Matches,2023-2024,Lecce
Antonino Gallo,it ITA,DF,23,37,32,2592.0,28.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,4.5,5.0,69.0,125.0,101.0,0.0,0.1,0.1,0.0,0.1,0.02,0.16,0.18,0.02,0.18,Matches,2023-2024,Lecce
Nikola Krstović,me MNE,FW,23,36,30,2374.0,26.4,7.0,1.0,8.0,6.0,1.0,3.0,4.0,1.0,11.6,9.2,3.0,12.3,32.0,52.0,126.0,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46,Matches,2023-2024,Lecce
Pontus Almqvist,se SWE,"FW,MF",24,32,26,2217.0,24.6,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.3,2.3,2.7,5.0,72.0,32.0,137.0,0.12,0.04,0.16,0.12,0.16,0.1,0.12,0.22,0.1,0.22,Matches,2023-2024,Lecce
Remi Oudin,fr FRA,"MF,FW",26,32,22,1881.0,20.9,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,5.7,7.4,20.0,79.0,82.0,0.14,0.1,0.24,0.14,0.24,0.09,0.28,0.37,0.09,0.37,Matches,2023-2024,Lecce
