Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Samir Handanović,si SVN,GK,34,49,49,4440.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Inter
Milan Škriniar,sk SVK,DF,23,46,46,4156.0,46.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,2.3,2.3,0.5,2.8,42.0,170.0,8.0,0.0,0.02,0.02,0.0,0.02,0.05,0.01,0.06,0.05,0.06,Matches,2018-2019,Inter
Ivan Perišić,hr CRO,FW,29,45,41,3593.0,39.9,9.0,7.0,16.0,7.0,2.0,2.0,7.0,0.0,11.4,9.8,9.7,19.5,202.0,113.0,429.0,0.23,0.18,0.4,0.18,0.35,0.29,0.25,0.54,0.25,0.5,Matches,2018-2019,Inter
Kwadwo Asamoah,gh GHA,DF,29,42,40,3579.0,39.8,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.4,0.4,2.2,2.7,105.0,224.0,190.0,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.07,0.01,0.07,Matches,2018-2019,Inter
Marcelo Brozović,hr CRO,MF,25,42,41,3537.0,39.3,2.0,1.0,3.0,2.0,0.0,1.0,15.0,1.0,1.9,1.2,4.3,5.5,52.0,343.0,33.0,0.05,0.03,0.08,0.05,0.08,0.05,0.12,0.17,0.03,0.15,Matches,2018-2019,Inter
Matteo Politano,it ITA,FW,24,48,40,3418.0,38.0,6.0,7.0,13.0,6.0,0.0,0.0,5.0,1.0,6.1,6.1,7.7,13.8,187.0,183.0,376.0,0.16,0.18,0.34,0.16,0.34,0.17,0.21,0.38,0.17,0.38,Matches,2018-2019,Inter
Danilo D'Ambrosio,it ITA,DF,29,38,36,3248.0,36.1,2.0,5.0,7.0,2.0,0.0,0.0,9.0,0.0,2.7,2.7,5.4,8.1,67.0,186.0,167.0,0.06,0.14,0.19,0.06,0.19,0.08,0.15,0.23,0.08,0.23,Matches,2018-2019,Inter
Stefan de Vrij,nl NED,DF,26,36,36,3231.0,35.9,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,1.6,3.5,24.0,117.0,5.0,0.06,0.03,0.08,0.06,0.08,0.05,0.05,0.1,0.05,0.1,Matches,2018-2019,Inter
Mauro Icardi,ar ARG,FW,25,37,32,2972.0,33.0,17.0,4.0,21.0,10.0,7.0,8.0,0.0,0.0,18.8,14.1,3.8,17.9,20.0,48.0,163.0,0.51,0.12,0.64,0.3,0.42,0.6,0.12,0.73,0.45,0.57,Matches,2018-2019,Inter
Matías Vecino,uy URU,MF,26,40,32,2900.0,32.2,5.0,2.0,7.0,5.0,0.0,0.0,9.0,0.0,7.6,7.6,2.3,9.9,71.0,184.0,117.0,0.16,0.06,0.22,0.16,0.22,0.24,0.07,0.32,0.24,0.32,Matches,2018-2019,Inter
Radja Nainggolan,be BEL,MF,30,36,28,2432.0,27.0,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,4.4,4.4,3.7,8.0,60.0,153.0,181.0,0.26,0.11,0.37,0.26,0.37,0.16,0.14,0.3,0.16,0.3,Matches,2018-2019,Inter
Lautaro Martínez,ar ARG,MF,20,35,17,1775.0,19.7,9.0,2.0,11.0,7.0,2.0,2.0,7.0,0.0,9.3,7.7,3.0,10.7,28.0,36.0,117.0,0.46,0.1,0.56,0.35,0.46,0.51,0.16,0.67,0.42,0.59,Matches,2018-2019,Inter
Borja Valero,es ESP,MF,33,38,17,1758.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,2.0,2.8,44.0,177.0,47.0,0.0,0.05,0.05,0.0,0.05,0.04,0.1,0.15,0.04,0.15,Matches,2018-2019,Inter
Miranda,br BRA,DF,33,20,18,1571.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.5,7.0,59.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2018-2019,Inter
Roberto Gagliardini,it ITA,MF,24,21,15,1222.0,13.6,5.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,2.9,2.9,0.9,3.8,32.0,95.0,42.0,0.37,0.0,0.37,0.37,0.37,0.24,0.07,0.32,0.24,0.32,Matches,2018-2019,Inter
João Mário,pt POR,"MF,FW",25,22,13,1170.0,13.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,59.0,77.0,90.0,0.08,0.23,0.31,0.08,0.31,0.08,0.17,0.25,0.08,0.25,Matches,2018-2019,Inter
Antonio Candreva,it ITA,"FW,MF",31,29,11,1060.0,11.8,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,1.9,4.6,62.0,25.0,112.0,0.25,0.08,0.34,0.25,0.34,0.28,0.2,0.48,0.28,0.48,Matches,2018-2019,Inter
Keita Baldé,sn SEN,"FW,MF",23,29,9,1055.0,11.7,5.0,2.0,7.0,5.0,0.0,0.0,2.0,1.0,4.0,4.0,2.2,6.2,60.0,28.0,111.0,0.43,0.17,0.6,0.43,0.6,0.34,0.19,0.53,0.34,0.53,Matches,2018-2019,Inter
Šime Vrsaljko,hr CRO,DF,26,13,10,915.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.3,1.4,25.0,43.0,51.0,0.0,0.2,0.2,0.0,0.2,0.0,0.14,0.15,0.0,0.15,Matches,2018-2019,Inter
Dalbert Henrique,br BRA,DF,24,12,10,868.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,1.1,1.3,23.0,30.0,43.0,0.1,0.1,0.21,0.1,0.21,0.02,0.12,0.15,0.02,0.15,Matches,2018-2019,Inter
Cédric Soares,pt POR,DF,26,9,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.6,8.0,31.0,24.0,0.0,0.17,0.17,0.0,0.17,0.03,0.09,0.11,0.03,0.11,Matches,2018-2019,Inter
Andrea Ranocchia,it ITA,DF,30,7,2,271.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,7.0,1.0,0.33,0.0,0.33,0.33,0.33,0.1,0.0,0.1,0.1,0.1,Matches,2018-2019,Inter
Daniele Padelli,it ITA,GK,32,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2018-2019,Inter
Sebastiano Esposito,it ITA,MF,16,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,2018-2019,Inter
Davide Merola,it ITA,MF,18,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2018-2019,Inter
Yann Karamoh,fr FRA,"FW,MF",20,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Inter
Facundo Colidio,ar ARG,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Eddie Salcedo,it ITA,FW,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Maj Rorič,si SVN,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Thomas Schirò,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Gabriele Zappa,it ITA,"DF,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Ryan Nolan,ie IRL,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Lorenzo Gavioli,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Andrea Adorante,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
Tommaso Berni,it ITA,GK,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Inter
