Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Álex Suárez,es ESP,DF,27,36,36,3190.0,35.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.03,0.03,0.06,0.03,0.06,Matches,2020-2021,Las Palmas
Sergio Ruiz,es ESP,MF,25,37,35,3089.0,34.3,5.0,6.0,11.0,5.0,0.0,0.0,3.0,0.0,0.15,0.17,0.32,0.15,0.32,Matches,2020-2021,Las Palmas
Eric Curbelo,es ESP,DF,26,38,31,2929.0,32.5,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2020-2021,Las Palmas
Álvaro Lemos,es ESP,DF,27,32,29,2552.0,28.4,4.0,0.0,4.0,3.0,1.0,1.0,15.0,3.0,0.14,0.0,0.14,0.11,0.11,Matches,2020-2021,Las Palmas
Álvaro Vallés,es ESP,GK,23,28,27,2484.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Las Palmas
Roberto González,es ESP,"MF,FW",19,31,26,2079.0,23.1,8.0,3.0,11.0,8.0,0.0,0.0,1.0,0.0,0.35,0.13,0.48,0.35,0.48,Matches,2020-2021,Las Palmas
Sergio Araujo,ar ARG,"FW,MF",28,29,25,2031.0,22.6,11.0,1.0,12.0,11.0,0.0,0.0,7.0,1.0,0.49,0.04,0.53,0.49,0.53,Matches,2020-2021,Las Palmas
Benito Ramírez,es ESP,"MF,DF",25,37,22,1964.0,21.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2020-2021,Las Palmas
Kirian Rodríguez,es ESP,MF,24,35,18,1836.0,20.4,0.0,4.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,2020-2021,Las Palmas
Dani Castellano,es ESP,DF,32,23,21,1766.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2020-2021,Las Palmas
Maikel Mesa,es ESP,MF,29,30,17,1568.0,17.4,3.0,1.0,4.0,0.0,3.0,3.0,7.0,0.0,0.17,0.06,0.23,0.0,0.06,Matches,2020-2021,Las Palmas
Álex Domínguez,es ESP,GK,22,17,17,1472.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Las Palmas
Fabio González,es ESP,MF,23,26,15,1425.0,15.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches,2020-2021,Las Palmas
Javi Castellano,es ESP,MF,32,18,15,1291.0,14.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2020-2021,Las Palmas
Óscar Clemente,es ESP,"MF,FW",21,27,14,1203.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Las Palmas
