Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Daniel Bentley,eng ENG,GK,24,45,45,4050.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Brentford
Ollie Watkins,eng ENG,"FW,MF",21,48,40,3714.0,41.3,11.0,4.0,15.0,10.0,1.0,3.0,8.0,0.0,0.27,0.1,0.36,0.24,0.34,Matches,2017-2018,Brentford
Romaine Sawyers,kn SKN,"FW,MF",25,44,38,3495.0,38.8,5.0,5.0,10.0,5.0,0.0,0.0,7.0,2.0,0.13,0.13,0.26,0.13,0.26,Matches,2017-2018,Brentford
Yoann Barbet,fr FRA,DF,24,37,35,3249.0,36.1,3.0,2.0,5.0,3.0,0.0,1.0,7.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches,2017-2018,Brentford
Ryan Woods,eng ENG,MF,23,40,35,3208.0,35.6,1.0,3.0,4.0,1.0,0.0,0.0,9.0,1.0,0.03,0.08,0.11,0.03,0.11,Matches,2017-2018,Brentford
Nico Yennaris,cn CHN,"DF,MF",24,44,34,3115.0,34.6,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,0.12,0.12,0.23,0.12,0.23,Matches,2017-2018,Brentford
Florian Jozefzoon,sr SUR,"FW,MF",26,43,34,2982.0,33.1,7.0,8.0,15.0,7.0,0.0,0.0,0.0,0.0,0.21,0.24,0.45,0.21,0.45,Matches,2017-2018,Brentford
John Egan,ie IRL,DF,24,34,33,2940.0,32.7,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.09,0.03,0.12,0.09,0.12,Matches,2017-2018,Brentford
Andreas Bjelland,dk DEN,"DF,MF",29,35,33,2769.0,30.8,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,2017-2018,Brentford
Neal Maupay,fr FRA,"FW,MF",20,46,29,2633.0,29.3,13.0,4.0,17.0,12.0,1.0,1.0,9.0,0.0,0.44,0.14,0.58,0.41,0.55,Matches,2017-2018,Brentford
Henrik Dalsgaard,dk DEN,"DF,FW",28,32,29,2598.0,28.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.03,0.1,0.14,0.03,0.14,Matches,2017-2018,Brentford
Josh Clarke,eng ENG,"DF,MF",22,32,27,2478.0,27.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2017-2018,Brentford
Kamohelo Mokotjo,za RSA,MF,26,39,29,2468.0,27.4,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,2017-2018,Brentford
Chris Mepham,wls WAL,DF,19,23,19,1888.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2017-2018,Brentford
