Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Juan Carlos,es ESP,GK,32.0,40,40,3600.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Santiago Bueno,uy URU,DF,21.0,39,37,3362.0,37.4,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches,2020-2021,Girona
Monchu,es ESP,MF,20.0,39,34,2940.0,32.7,3.0,1.0,4.0,3.0,0.0,0.0,6.0,2.0,0.09,0.03,0.12,0.09,0.12,Matches,2020-2021,Girona
Gerard Gumbau,es ESP,MF,25.0,39,34,2796.0,31.1,1.0,6.0,7.0,1.0,0.0,0.0,11.0,0.0,0.03,0.19,0.23,0.03,0.23,Matches,2020-2021,Girona
Bernardo Espinosa,co COL,DF,31.0,32,31,2774.0,30.8,2.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.06,0.0,0.06,0.06,0.06,Matches,2020-2021,Girona
Mamadou Sylla,sn SEN,"FW,MF",26.0,38,29,2692.0,29.9,9.0,4.0,13.0,9.0,0.0,0.0,6.0,1.0,0.3,0.13,0.43,0.3,0.43,Matches,2020-2021,Girona
Édgar Yoel Bárcenas,pa PAN,"MF,FW",26.0,40,26,2401.0,26.7,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.11,0.11,0.22,0.11,0.22,Matches,2020-2021,Girona
Jordi Calavera,es ESP,DF,24.0,30,27,2370.0,26.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2020-2021,Girona
Sebastián Cristóforo,uy URU,MF,26.0,36,26,2145.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Samuel Sáiz,es ESP,"MF,FW",29.0,32,25,2124.0,23.6,3.0,3.0,6.0,1.0,2.0,2.0,7.0,0.0,0.13,0.13,0.25,0.04,0.17,Matches,2020-2021,Girona
Enric Franquesa,es ESP,"DF,MF",23.0,30,23,2017.0,22.4,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.13,0.04,0.18,0.13,0.18,Matches,2020-2021,Girona
Yan Couto,br BRA,"MF,DF",18.0,26,20,1928.0,21.4,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.05,0.19,0.23,0.05,0.23,Matches,2020-2021,Girona
Cristhian Stuani,uy URU,FW,33.0,27,20,1757.0,19.5,10.0,2.0,12.0,7.0,3.0,3.0,5.0,0.0,0.51,0.1,0.61,0.36,0.46,Matches,2020-2021,Girona
Antonio Luna,es ESP,DF,29.0,19,16,1343.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Aday,es ESP,"MF,DF",32.0,22,18,1341.0,14.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2020-2021,Girona
Arnau Martinez,es ESP,DF,17.0,16,14,1328.0,14.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,Matches,2020-2021,Girona
Ramón Terrats,es ESP,MF,19.0,22,14,1267.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Nahuel Bustos,ar ARG,FW,22.0,34,13,1254.0,13.9,4.0,3.0,7.0,4.0,0.0,0.0,6.0,1.0,0.29,0.22,0.5,0.29,0.5,Matches,2020-2021,Girona
Juanpe,es ESP,DF,29.0,15,12,1136.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.16,0.08,0.24,0.16,0.24,Matches,2020-2021,Girona
Jonás Ramalho,es ESP,DF,27.0,15,11,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Ibrahima Kebe,ml MLI,MF,19.0,29,9,1071.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Pablo Moreno,es ESP,"MF,FW",18.0,28,9,987.0,11.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,2020-2021,Girona
Valery Fernández,es ESP,MF,20.0,18,7,675.0,7.5,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.53,0.0,0.53,0.53,0.53,Matches,2020-2021,Girona
Arijanet Muric,xk KVX,GK,21.0,6,6,570.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Pau Victor Delgado,es ESP,FW,18.0,10,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
Alejandro Pachón,es ESP,FW,20.0,5,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Girona
