Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Mathieu Gorgelin,fr FRA,GK,28,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Pape Gueye,sn SEN,MF,20,26,25,2253,25.0,0,2,2,0,0,0,7,1,0.0,0.08,0.08,0.0,0.08,Matches,2019-2020,Le Havre
Jean-Pascal Fontaine,fr FRA,MF,30,25,24,2194,24.4,2,6,8,2,0,0,7,0,0.08,0.25,0.33,0.08,0.33,Matches,2019-2020,Le Havre
Tino Kadewere,zw ZIM,FW,23,24,24,2063,22.9,20,4,24,14,6,8,3,1,0.87,0.17,1.05,0.61,0.79,Matches,2019-2020,Le Havre
Barnabás Bese,hu HUN,"DF,MF",25,25,23,2011,22.3,2,2,4,2,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches,2019-2020,Le Havre
Umut Meraş,tr TUR,"DF,MF",23,22,22,1934,21.5,0,1,1,0,0,0,2,1,0.0,0.05,0.05,0.0,0.05,Matches,2019-2020,Le Havre
Jamal Thiaré,sn SEN,FW,26,27,21,1933,21.5,8,1,9,7,1,1,4,0,0.37,0.05,0.42,0.33,0.37,Matches,2019-2020,Le Havre
Ertuğrul Ersoy,tr TUR,DF,22,21,21,1867,20.7,0,1,1,0,0,0,2,1,0.0,0.05,0.05,0.0,0.05,Matches,2019-2020,Le Havre
Junior Dina Ebimbe,fr FRA,"MF,FW",18,25,21,1768,19.6,3,1,4,2,1,1,3,0,0.15,0.05,0.2,0.1,0.15,Matches,2019-2020,Le Havre
Fernand Mayembo,cg CGO,DF,23,19,19,1694,18.8,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Samba Camara,ml MLI,DF,26,16,16,1461,16.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Alexandre Bonnet,fr FRA,"MF,FW",32,22,14,1278,14.2,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14,Matches,2019-2020,Le Havre
Romain Basque,fr FRA,"MF,FW",24,17,12,1101,12.2,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,Matches,2019-2020,Le Havre
Woyo Coulibaly,fr FRA,DF,20,13,8,821,9.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Victor Lekhal,dz ALG,"MF,DF",25,9,9,809,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Amos Youga,cf CTA,"MF,DF",26,13,7,683,7.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Aymen Ben Mohamed,tn TUN,"MF,DF",24,16,9,645,7.2,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches,2019-2020,Le Havre
Loïc Bade,fr FRA,DF,19,7,7,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Himad Abdelli,dz ALG,"MF,FW",19,14,4,543,6.0,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,Matches,2019-2020,Le Havre
Yacouba Coulibaly,bf BFA,DF,24,6,6,505,5.6,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Alan Dzabana,fr FRA,FW,22,10,3,423,4.7,2,0,2,2,0,0,1,0,0.43,0.0,0.43,0.43,0.43,Matches,2019-2020,Le Havre
Ebenezer Assifuah,gh GHA,"MF,FW",26,8,4,327,3.6,0,1,1,0,0,0,0,0,0.0,0.28,0.28,0.0,0.28,Matches,2019-2020,Le Havre
Hervé Bazile,ht HAI,"FW,MF",29,7,0,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Yahia Fofana,ci CIV,GK,18,1,1,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Diacko Fofana,fr FRA,DF,25,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Mamadou Fofana,fr FRA,MF,18,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Baba Traore,fr FRA,DF,26,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Ateef Konaté,fr FRA,MF,18,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
Godwin Bentil,gh GHA,FW,18,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Le Havre
