Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Antonio Marino,it ITA,DF,28.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Filippo Perucchini,it ITA,GK,25.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Andrea Arrigoni,it ITA,MF,28.0,3,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Luca Di Matteo,it ITA,"DF,MF",29.0,3,3,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Marco Mancosu,it ITA,MF,28.0,3,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Franco Lepore,it ITA,"DF,MF",31.0,3,3,243.0,2.7,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.37,0.0,0.37,0.0,0.0,Matches,2017-2018,Lecce
Matteo Di Piazza,it ITA,FW,29.0,3,3,187.0,2.1,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,1.93,0.0,1.93,1.93,1.93,Matches,2017-2018,Lecce
Giuseppe Torromino,it ITA,FW,29.0,3,2,213.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.42,0.42,Matches,2017-2018,Lecce
Simone Ciancio,it ITA,DF,30.0,3,2,203.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Salvatore Caturano,it ITA,FW,27.0,3,2,201.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches,2017-2018,Lecce
Francesco Cosenza,it ITA,DF,31.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Pedro Ferreira,pt POR,MF,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Mirko Drudi,it ITA,DF,30.0,3,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Mario Pacilli,it ITA,"FW,MF",30.0,2,1,95.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Linas Mėgelaitis,lt LTU,MF,18.0,2,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Radoslav Tsonev,bg BUL,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Lecce
Gianmarco Chironi,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Giulio Gambardella,it ITA,DF,19.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Gianmarco Monaco,it ITA,MF,21.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Matteia Persano,it ITA,FW,20.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Davide Riccardi,it ITA,DF,21.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Gianluca Turchetta,it ITA,MF,26.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Emanuele Valeri,it ITA,"DF,MF",18.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Paolo Vicino,it ITA,GK,22.0,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Lecce
Squad Total,,,28.9,3,33,270.0,3.0,7.0,0.0,7.0,6.0,1.0,1.0,2.0,0.0,2.33,0.0,2.33,2.0,2.0,,2017-2018,Lecce
Opponent Total,,,26.4,3,33,270.0,3.0,4.0,0.0,4.0,3.0,1.0,1.0,4.0,0.0,1.33,0.0,1.33,1.0,1.0,,2017-2018,Lecce
