Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Vladimír Coufal,cz CZE,DF,30,47,47,4051.0,45.0,0.0,7.0,7.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,4.6,5.1,83.0,149.0,144.0,0.0,0.16,0.16,0.0,0.16,0.01,0.11,0.12,0.01,0.12,Matches,2023-2024,West Ham
James Ward-Prowse,eng ENG,MF,28,51,45,4019.0,44.7,7.0,11.0,18.0,5.0,2.0,2.0,5.0,0.0,6.5,4.9,10.4,15.3,24.0,183.0,79.0,0.16,0.25,0.4,0.11,0.36,0.15,0.25,0.4,0.12,0.36,Matches,2023-2024,West Ham
Tomáš Souček,cz CZE,MF,28,52,46,3996.0,44.4,10.0,3.0,13.0,10.0,0.0,0.0,9.0,0.0,7.8,7.8,1.9,9.7,16.0,114.0,49.0,0.23,0.07,0.29,0.23,0.29,0.2,0.05,0.25,0.2,0.25,Matches,2023-2024,West Ham
Emerson Palmieri,it ITA,DF,28,47,43,3911.0,43.5,1.0,2.0,3.0,1.0,0.0,0.0,13.0,0.0,1.6,1.6,2.6,4.2,71.0,145.0,139.0,0.02,0.05,0.07,0.02,0.07,0.04,0.06,0.1,0.04,0.1,Matches,2023-2024,West Ham
Jarrod Bowen,eng ENG,FW,26,44,43,3838.0,42.6,20.0,10.0,30.0,20.0,0.0,0.0,4.0,0.0,13.7,13.7,6.4,20.1,108.0,63.0,236.0,0.47,0.23,0.7,0.47,0.7,0.34,0.16,0.51,0.34,0.51,Matches,2023-2024,West Ham
Mohammed Kudus,gh GHA,"FW,MF",22,45,39,3498.0,38.9,14.0,6.0,20.0,14.0,0.0,0.0,7.0,0.0,8.4,8.4,5.1,13.5,144.0,107.0,287.0,0.36,0.15,0.51,0.36,0.51,0.23,0.14,0.37,0.23,0.37,Matches,2023-2024,West Ham
Lucas Paquetá,br BRA,"FW,MF",25,43,41,3457.0,38.4,8.0,7.0,15.0,6.0,2.0,2.0,13.0,0.0,7.7,6.1,6.2,12.3,50.0,243.0,148.0,0.21,0.18,0.39,0.16,0.34,0.21,0.17,0.38,0.17,0.33,Matches,2023-2024,West Ham
Kurt Zouma,fr FRA,DF,28,39,38,3378.0,37.5,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,0.2,2.0,7.0,55.0,2.0,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,Matches,2023-2024,West Ham
Edson Álvarez,mx MEX,MF,25,42,37,3145.0,34.9,2.0,2.0,4.0,2.0,0.0,0.0,17.0,0.0,1.8,1.8,1.1,2.9,25.0,113.0,31.0,0.06,0.06,0.11,0.06,0.11,0.06,0.03,0.09,0.06,0.09,Matches,2023-2024,West Ham
Alphonse Areola,fr FRA,GK,30,33,33,2879.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,West Ham
Konstantinos Mavropanos,gr GRE,DF,25,33,30,2703.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.2,2.1,18.0,83.0,3.0,0.03,0.0,0.03,0.03,0.03,0.08,0.01,0.08,0.08,0.08,Matches,2023-2024,West Ham
Nayef Aguerd,ma MAR,DF,27,28,27,2356.0,26.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,2.0,0.3,2.3,11.0,84.0,3.0,0.08,0.04,0.11,0.08,0.11,0.08,0.01,0.09,0.08,0.09,Matches,2023-2024,West Ham
Michail Antonio,jm JAM,FW,33,32,24,2017.0,22.4,7.0,2.0,9.0,7.0,0.0,0.0,8.0,0.0,6.6,6.6,1.5,8.1,53.0,29.0,123.0,0.31,0.09,0.4,0.31,0.4,0.29,0.07,0.36,0.29,0.36,Matches,2023-2024,West Ham
Łukasz Fabiański,pl POL,GK,38,23,20,1891.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,West Ham
Saïd Benrahma,dz ALG,"FW,MF",27,22,13,1203.0,13.4,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.3,1.5,2.4,3.9,49.0,39.0,117.0,0.0,0.15,0.15,0.0,0.15,0.22,0.23,0.45,0.14,0.38,Matches,2023-2024,West Ham
Angelo Ogbonna,it ITA,DF,35,17,11,1093.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2023-2024,West Ham
Pablo Fornals,es ESP,"MF,FW",27,23,11,969.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,11.0,50.0,54.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.12,0.05,0.12,Matches,2023-2024,West Ham
Aaron Cresswell,eng ENG,"DF,FW",33,18,10,931.0,10.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.6,0.7,10.0,46.0,21.0,0.1,0.0,0.1,0.1,0.1,0.01,0.06,0.08,0.01,0.08,Matches,2023-2024,West Ham
Ben Johnson,eng ENG,"DF,FW",23,22,7,868.0,9.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,20.0,27.0,41.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches,2023-2024,West Ham
Danny Ings,eng ENG,FW,31,30,7,781.0,8.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,0.5,2.3,9.0,12.0,43.0,0.12,0.0,0.12,0.12,0.12,0.28,0.08,0.35,0.28,0.35,Matches,2023-2024,West Ham
