Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Michele Di Gregorio,it ITA,GK,25,37,37,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Monza
Carlos Augusto,br BRA,DF,23,37,36,3207.0,35.6,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,4.4,4.4,3.7,8.1,87.0,101.0,151.0,0.17,0.14,0.31,0.17,0.31,0.13,0.11,0.24,0.13,0.24,Matches,2022-2023,Monza
Matteo Pessina,it ITA,MF,25,36,35,2988.0,33.2,5.0,3.0,8.0,2.0,3.0,3.0,6.0,0.0,5.1,2.8,2.1,4.9,77.0,193.0,88.0,0.15,0.09,0.24,0.06,0.15,0.16,0.06,0.22,0.08,0.15,Matches,2022-2023,Monza
Patrick Ciurria,it ITA,"DF,MF",27,37,32,2832.0,31.5,6.0,5.0,11.0,6.0,0.0,0.0,4.0,0.0,4.8,4.8,5.5,10.2,67.0,91.0,168.0,0.19,0.16,0.35,0.19,0.35,0.16,0.18,0.34,0.16,0.34,Matches,2022-2023,Monza
Pablo Marí,es ESP,DF,28,31,29,2577.0,28.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,0.3,1.0,6.0,57.0,3.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.04,0.02,0.04,Matches,2022-2023,Monza
Gianluca Caprari,it ITA,"MF,FW",29,38,33,2513.0,27.9,6.0,2.0,8.0,4.0,2.0,2.0,7.0,0.0,5.0,4.2,2.5,6.7,100.0,92.0,188.0,0.21,0.07,0.29,0.14,0.21,0.18,0.09,0.28,0.15,0.25,Matches,2022-2023,Monza
Armando Izzo,it ITA,DF,30,31,29,2490.0,27.7,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,2.1,2.1,0.9,3.1,22.0,96.0,29.0,0.04,0.0,0.04,0.04,0.04,0.08,0.03,0.11,0.08,0.11,Matches,2022-2023,Monza
Luca Caldirola,it ITA,DF,31,31,27,2353.0,26.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.1,1.1,0.5,1.6,12.0,63.0,13.0,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,Matches,2022-2023,Monza
Dany Mota,pt POR,"FW,MF",24,30,22,2002.0,22.2,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,5.1,5.1,2.1,7.3,66.0,34.0,166.0,0.22,0.04,0.27,0.22,0.27,0.24,0.1,0.34,0.24,0.34,Matches,2022-2023,Monza
Nicolò Rovella,it ITA,MF,20,27,22,1864.0,20.7,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.2,1.2,2.2,3.4,26.0,99.0,19.0,0.05,0.1,0.14,0.05,0.14,0.06,0.11,0.18,0.06,0.18,Matches,2022-2023,Monza
Marlon,br BRA,DF,26,30,20,1754.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.3,0.2,0.3,0.6,19.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,2022-2023,Monza
Andrea Petagna,it ITA,FW,27,32,19,1685.0,18.7,5.0,5.0,10.0,4.0,1.0,1.0,2.0,0.0,5.7,4.9,4.4,9.3,23.0,34.0,132.0,0.27,0.27,0.53,0.21,0.48,0.31,0.24,0.54,0.26,0.5,Matches,2022-2023,Monza
Stefano Sensi,it ITA,MF,26,30,21,1661.0,18.5,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,1.4,1.4,2.1,3.5,27.0,143.0,37.0,0.16,0.05,0.22,0.16,0.22,0.08,0.12,0.19,0.08,0.19,Matches,2022-2023,Monza
Samuele Birindelli,it ITA,DF,23,33,16,1580.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.1,1.1,2.2,3.3,55.0,43.0,121.0,0.0,0.06,0.06,0.0,0.06,0.07,0.14,0.21,0.07,0.21,Matches,2022-2023,Monza
Pepín,gq EQG,MF,25,27,12,1189.0,13.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,1.5,2.0,19.0,74.0,28.0,0.0,0.15,0.15,0.0,0.15,0.04,0.12,0.16,0.04,0.16,Matches,2022-2023,Monza
Andrea Colpani,it ITA,MF,23,30,12,1139.0,12.7,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,2.1,2.1,1.9,4.1,31.0,51.0,69.0,0.32,0.24,0.55,0.32,0.55,0.2,0.18,0.39,0.2,0.39,Matches,2022-2023,Monza
Filippo Ranocchia,it ITA,MF,21,16,7,675.0,7.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,1.6,13.0,26.0,15.0,0.13,0.13,0.27,0.13,0.27,0.21,0.06,0.27,0.21,0.27,Matches,2022-2023,Monza
Christian Gytkjær,dk DEN,"FW,MF",32,24,4,667.0,7.4,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.9,3.1,0.3,3.4,1.0,6.0,32.0,0.27,0.0,0.27,0.27,0.27,0.63,0.05,0.68,0.51,0.55,Matches,2022-2023,Monza
Mattia Valoti,it ITA,"MF,FW",28,19,7,643.0,7.1,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.2,0.2,0.1,0.2,7.0,16.0,9.0,0.42,0.0,0.42,0.28,0.28,0.03,0.01,0.05,0.03,0.05,Matches,2022-2023,Monza
