Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Romain Philippoteaux,fr FRA,MF,30,42,39,3458.0,38.4,5.0,4.0,9.0,2.0,3.0,5.0,5.0,0.0,0.13,0.1,0.23,0.05,0.16,Matches,2018-2019,Auxerre
Kenji-Van Boto,mg MAD,DF,22,34,34,3060.0,34.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.06,0.09,0.15,0.06,0.15,Matches,2018-2019,Auxerre
Carlens Arcus,ht HAI,DF,22,30,30,2689.0,29.9,2.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2018-2019,Auxerre
Samuel Souprayen,fr FRA,DF,29,30,30,2676.0,29.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.03,0.03,0.07,0.03,0.07,Matches,2018-2019,Auxerre
Daniel Mancini,ar ARG,MF,21,39,28,2538.0,28.2,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,0.21,0.11,0.32,0.21,0.32,Matches,2018-2019,Auxerre
Birama Touré,ml MLI,MF,26,32,28,2470.0,27.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2018-2019,Auxerre
Mickaël Tacalfred,gp GLP,DF,37,27,26,2324.0,25.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2018-2019,Auxerre
Lamine Fomba,fr FRA,MF,20,30,22,2128.0,23.6,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2018-2019,Auxerre
Julien Féret,fr FRA,MF,36,35,25,2089.0,23.2,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,2018-2019,Auxerre
Mathieu Michel,fr FRA,GK,26,23,23,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Rémy Dugimont,fr FRA,"FW,MF",32,32,20,1963.0,21.8,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,2018-2019,Auxerre
Jordan Adéoti,bj BEN,MF,29,28,22,1911.0,21.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,0.14,0.05,0.19,0.14,0.19,Matches,2018-2019,Auxerre
François Bellugou,fr FRA,"DF,MF",31,21,20,1742.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Loïc Goujon,fr FRA,"MF,DF",22,24,19,1690.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Mohamed Yattara,gn GUI,FW,25,27,18,1458.0,16.2,4.0,2.0,6.0,3.0,1.0,1.0,2.0,0.0,0.25,0.12,0.37,0.19,0.31,Matches,2018-2019,Auxerre
Quentin Westberg,us USA,GK,32,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Yanis Merdji,dz ALG,FW,24,17,9,981.0,10.9,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,2018-2019,Auxerre
Mickaël Barreto,fr FRA,MF,27,19,11,977.0,10.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,2018-2019,Auxerre
Benjaloud Youssouf,km COM,"MF,DF",24,13,12,966.0,10.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2018-2019,Auxerre
Abdoul Ba,mr MTN,DF,24,8,8,707.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Jean Harisson Marcelin,mg MAD,DF,18,7,7,626.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.14,0.0,0.14,0.14,0.14,Matches,2018-2019,Auxerre
Hamza Sakhi,fr FRA,MF,22,10,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Billy Ketkeophomphone,la LAO,"FW,MF",28,14,3,386.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,2018-2019,Auxerre
Sonny Laiton,mg MAD,GK,18,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Yanis Begraoui,ma MAR,MF,17,8,2,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Zacharie Boucher,fr FRA,GK,26,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Nathan Bizet,fr FRA,FW,21,3,1,114.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.79,0.0,0.79,0.79,0.79,Matches,2018-2019,Auxerre
Romain Montiel,fr FRA,MF,23,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Auxerre
Samir Chergui,fr FRA,DF,19,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Auxerre
