Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Ryan Sessegnon,eng ENG,"DF,FW",17,49,46,4145.0,46.1,15.0,6.0,21.0,15.0,0.0,0.0,2.0,0.0,0.33,0.13,0.46,0.33,0.46,Matches,2017-2018,Fulham
Tim Ream,us USA,DF,29,45,45,4050.0,45.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,2017-2018,Fulham
Ryan Fredericks,eng ENG,DF,24,45,45,4005.0,44.5,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,2017-2018,Fulham
Kevin McDonald,sct SCO,MF,28,43,43,3785.0,42.1,3.0,1.0,4.0,3.0,0.0,0.0,11.0,0.0,0.07,0.02,0.1,0.07,0.1,Matches,2017-2018,Fulham
Stefan Johansen,no NOR,MF,26,46,44,3709.0,41.2,8.0,8.0,16.0,8.0,0.0,0.0,10.0,0.0,0.19,0.19,0.39,0.19,0.39,Matches,2017-2018,Fulham
Denis Odoi,gh GHA,"DF,MF",29,40,32,2879.0,32.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,0.06,0.0,0.06,0.06,0.06,Matches,2017-2018,Fulham
Tom Cairney,sct SCO,MF,26,34,30,2794.0,31.0,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,0.16,0.16,0.32,0.16,0.32,Matches,2017-2018,Fulham
Tomáš Kalas,cz CZE,DF,24,34,30,2588.0,28.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.03,0.0,0.03,Matches,2017-2018,Fulham
Marcus Bettinelli,eng ENG,GK,25,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Oliver Norwood,nir NIR,MF,26,38,24,2303.0,25.6,5.0,3.0,8.0,2.0,3.0,3.0,6.0,0.0,0.2,0.12,0.31,0.08,0.2,Matches,2017-2018,Fulham
David Button,eng ENG,GK,28,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Floyd Ayité,tg TOG,"FW,MF",28,28,23,1711.0,19.0,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,0.21,0.11,0.32,0.21,0.32,Matches,2017-2018,Fulham
Sheyi Ojo,eng ENG,"FW,MF",20,24,19,1508.0,16.8,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.24,0.12,0.36,0.24,0.36,Matches,2017-2018,Fulham
Matt Targett,eng ENG,"DF,MF",21,18,17,1461.0,16.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.06,0.12,0.18,0.06,0.18,Matches,2017-2018,Fulham
Rui Fonte,pt POR,"FW,MF",27,28,17,1453.0,16.1,3.0,2.0,5.0,3.0,0.0,1.0,2.0,0.0,0.19,0.12,0.31,0.19,0.31,Matches,2017-2018,Fulham
Aboubakar Kamara,mr MTN,FW,22,33,10,1404.0,15.6,7.0,1.0,8.0,6.0,1.0,1.0,5.0,1.0,0.45,0.06,0.51,0.38,0.45,Matches,2017-2018,Fulham
Aleksandar Mitrović,rs SRB,FW,22,17,15,1381.0,15.3,12.0,1.0,13.0,12.0,0.0,0.0,3.0,0.0,0.78,0.07,0.85,0.78,0.85,Matches,2017-2018,Fulham
Lucas Piazon,br BRA,"FW,MF",23,24,16,1346.0,15.0,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,0.4,0.33,0.74,0.4,0.74,Matches,2017-2018,Fulham
Neeskens Kebano,cd COD,"FW,MF",25,28,11,1250.0,13.9,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.22,0.22,0.43,0.22,0.43,Matches,2017-2018,Fulham
Ibrahima Cissé,gn GUI,"DF,MF",23,8,4,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Sone Aluko,ng NGA,"FW,MF",28,4,4,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Tayo Edun,eng ENG,"DF,MF",19,4,3,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Yohan Mollo,fr FRA,"DF,FW",28,6,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Marcelo Djaló,gw GNB,DF,23,4,2,194.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Steven Sessegnon,eng ENG,"DF,MF",17,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Michael Madl,at AUT,DF,29,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Matt O'Riley,dk DEN,MF,16,2,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Cyrus Christie,ie IRL,"DF,MF",24,5,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Marek Rodák,sk SVK,GK,20,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Cauley Woodrow,eng ENG,"FW,MF",22,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Rafa Soares,pt POR,DF,22,3,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Luca de la Torre,us USA,MF,19,5,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Fulham
Jordan Graham,eng ENG,"DF,FW",22,3,0,36.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,Matches,2017-2018,Fulham
Magnus Norman,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Fulham
Mattias Käit,ee EST,MF,19,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Fulham
