Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time.1,Playing Time.2,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,Unnamed: 33_level_0,Season,Team_Scraping,Playing Time.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Daniel Ginczek,de GER,FW,27,26,14,1456.0,16.2,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,3.8,3.8,1.6,5.4,34.0,25.0,103.0,0.43,0.12,0.56,0.43,0.56,0.27,0.11,0.38,0.27,0.38,Matches,2018-2019,Wolfsburg,
Elvis Rexhbeçaj,xk KVX,MF,20,26,15,1291.0,14.3,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,2.0,15.0,57.0,41.0,0.14,0.14,0.28,0.14,0.28,0.06,0.1,0.16,0.06,0.16,Matches,2018-2019,Wolfsburg,
Marcel Tisserand,cd COD,DF,25,11,11,976.0,10.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,0.1,1.2,16.0,36.0,7.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches,2018-2019,Wolfsburg,
Yunus Mallı,tr TUR,"MF,FW",26,23,6,784.0,8.7,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.9,1.1,1.8,2.9,25.0,36.0,45.0,0.11,0.11,0.23,0.0,0.11,0.24,0.23,0.47,0.14,0.37,Matches,2018-2019,Wolfsburg,
Pavao Pervan,at AUT,GK,30,9,8,765.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2018-2019,Wolfsburg,
Ignacio Camacho,es ESP,MF,28,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.5,0.9,3.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches,2018-2019,Wolfsburg,
Felix Klaus,de GER,"FW,MF",25,16,5,450.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,2.2,4.1,8.0,9.0,37.0,0.2,0.2,0.4,0.2,0.4,0.4,0.44,0.84,0.4,0.84,Matches,2018-2019,Wolfsburg,
Paul Verhaegh,nl NED,DF,34,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,2018-2019,Wolfsburg,
Ohis Felix Uduokhai,de GER,DF,20,12,2,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2018-2019,Wolfsburg,
Gian-Luca Itter,de GER,DF,19,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Wolfsburg,
John Yeboah,ec ECU,"MF,FW",18,3,0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.63,0.69,0.06,0.69,Matches,2018-2019,Wolfsburg,
Sebastian Jung,de GER,DF,28,1,1,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2018-2019,Wolfsburg,
Jakub Błaszczykowski,pl POL,MF,32,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Wolfsburg,
Robin Ziegele,de GER,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Wolfsburg,
Phillip Menzel,de GER,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Wolfsburg,
Dominik Franke,de GER,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Wolfsburg,
Jeffrey Bruma,nl NED,DF,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2018-2019,Wolfsburg,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Saša Lukić,rs SRB,MF,24,36,35,3063.0,34.0,5.0,4.0,9.0,2.0,3.0,3.0,11.0,0.0,4.7,2.3,4.0,6.3,68.0,148.0,57.0,0.15,0.12,0.26,0.06,0.18,0.14,0.12,0.26,0.07,0.19,Matches,2021-2022,Torino,
Gleison Bremer,br BRA,DF,24,33,33,2890.0,32.1,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,4.4,4.4,0.4,4.8,18.0,64.0,6.0,0.09,0.03,0.12,0.09,0.12,0.14,0.01,0.15,0.14,0.15,Matches,2021-2022,Torino,
Wilfried Singo,ci CIV,DF,20,36,33,2689.0,29.9,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,2.6,2.6,2.5,5.2,69.0,89.0,157.0,0.1,0.13,0.23,0.1,0.23,0.09,0.09,0.18,0.09,0.18,Matches,2021-2022,Torino,
Ricardo Rodríguez,ch SUI,DF,28,36,29,2599.0,28.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.6,2.0,50.0,115.0,27.0,0.0,0.03,0.03,0.0,0.03,0.01,0.06,0.07,0.01,0.07,Matches,2021-2022,Torino,
Vanja Milinković-Savić,rs SRB,GK,24,28,28,2550.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Torino,
Josip Brekalo,hr CRO,MF,23,33,27,2355.0,26.2,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.3,4.3,5.5,9.9,78.0,105.0,186.0,0.27,0.08,0.34,0.27,0.34,0.17,0.22,0.39,0.17,0.39,Matches,2021-2022,Torino,
Tommaso Pobega,it ITA,MF,22,33,24,2240.0,24.9,4.0,2.0,6.0,4.0,0.0,0.0,11.0,0.0,3.2,3.2,2.0,5.2,33.0,128.0,62.0,0.16,0.08,0.24,0.16,0.24,0.13,0.08,0.21,0.13,0.21,Matches,2021-2022,Torino,
Mërgim Vojvoda,xk KVX,DF,26,30,22,2014.0,22.4,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.2,1.2,2.3,3.5,44.0,114.0,87.0,0.0,0.13,0.13,0.0,0.13,0.05,0.1,0.16,0.05,0.16,Matches,2021-2022,Torino,
Koffi Djidji,ci CIV,DF,28,26,22,1855.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.6,0.6,0.0,0.6,18.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2021-2022,Torino,
Antonio Sanabria,py PAR,FW,25,29,22,1803.0,20.0,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,8.3,8.3,1.8,10.1,11.0,24.0,123.0,0.3,0.05,0.35,0.3,0.35,0.41,0.09,0.5,0.41,0.5,Matches,2021-2022,Torino,
Ola Aina,ng NGA,DF,24,23,19,1637.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.8,2.0,42.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,Matches,2021-2022,Torino,
Dennis Praet,be BEL,MF,27,24,17,1549.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,2.3,2.3,4.4,6.7,34.0,52.0,101.0,0.12,0.12,0.23,0.12,0.23,0.14,0.26,0.39,0.14,0.39,Matches,2021-2022,Torino,
Rolando Mandragora,it ITA,MF,24,23,18,1518.0,16.9,1.0,2.0,3.0,0.0,1.0,2.0,7.0,1.0,1.2,1.2,2.9,4.1,20.0,82.0,29.0,0.06,0.12,0.18,0.0,0.12,0.08,0.2,0.28,0.08,0.28,Matches,2021-2022,Torino,
Andrea Belotti,it ITA,FW,27,23,17,1411.0,15.7,8.0,1.0,9.0,5.0,3.0,3.0,1.0,0.0,7.9,5.6,0.7,6.2,25.0,24.0,117.0,0.51,0.06,0.57,0.32,0.38,0.52,0.04,0.56,0.36,0.41,Matches,2021-2022,Torino,
Alessandro Buongiorno,it ITA,DF,22,25,14,1370.0,15.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.7,1.6,8.0,30.0,3.0,0.0,0.07,0.07,0.0,0.07,0.07,0.06,0.12,0.07,0.12,Matches,2021-2022,Torino,
David Zima,cz CZE,DF,20,20,13,1314.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,7.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,2021-2022,Torino,
Marko Pjaca,hr CRO,MF,26,26,14,1243.0,13.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,3.2,39.0,46.0,102.0,0.22,0.0,0.22,0.22,0.22,0.16,0.1,0.25,0.16,0.25,Matches,2021-2022,Torino,
Karol Linetty,pl POL,"MF,FW",26,18,13,1038.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,1.5,2.2,10.0,22.0,37.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.23,0.07,0.23,Matches,2021-2022,Torino,
Etrit Berisha,al ALB,GK,32,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Torino,
Cristian Ansaldi,ar ARG,DF,34,20,6,781.0,8.7,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.1,2.4,24.0,41.0,40.0,0.0,0.35,0.35,0.0,0.35,0.04,0.28,0.32,0.04,0.32,Matches,2021-2022,Torino,
Samuele Ricci,it ITA,MF,19,12,9,722.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,5.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,2021-2022,Torino,
Armando Izzo,it ITA,DF,29,13,7,631.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,0.0,0.6,6.0,27.0,8.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2021-2022,Torino,
Tomás Rincón,ve VEN,MF,33,9,2,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2021-2022,Torino,
Daniele Baselli,it ITA,"MF,FW",29,7,1,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.8,1.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.46,0.01,0.47,0.46,0.47,Matches,2021-2022,Torino,
Simone Zaza,it ITA,"FW,DF",30,11,1,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.71,0.71,0.71,Matches,2021-2022,Torino,
Pietro Pellegri,it ITA,FW,20,9,1,216.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,1.0,17.0,0.42,0.0,0.42,0.42,0.42,0.16,0.02,0.18,0.16,0.18,Matches,2021-2022,Torino,
Demba Seck,sn SEN,"MF,FW",20,6,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,2021-2022,Torino,
Simone Verdi,it ITA,"MF,FW",29,4,0,93.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,1.0,5.0,0.97,0.0,0.97,0.97,0.97,0.44,0.06,0.5,0.44,0.5,Matches,2021-2022,Torino,
Ben Lhassine Kone,ci CIV,MF,21,2,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2021-2022,Torino,
Luca Gemello,it ITA,GK,21,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Torino,
Magnus Warming,dk DEN,"MF,FW",21,5,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Torino,
Nicola Rauti,it ITA,FW,21,1,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2021-2022,Torino,
Jacopo Segre,it ITA,MF,24,1,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2021-2022,Torino,
Mohamed Fares,dz ALG,"DF,FW",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Denis Stojković,rs SRB,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Matt Garbett,nz NZL,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Simone Edera,it ITA,MF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Andrei Anton,it ITA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Samuele Angori,it ITA,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Alberto Milan,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2021-2022,Torino,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Cristiano Biraghi,it ITA,DF,29,50,44,3816.0,42.4,3.0,11.0,14.0,3.0,0.0,1.0,5.0,0.0,2.1,1.3,10.4,11.7,96.0,228.0,180.0,0.07,0.26,0.33,0.07,0.33,0.05,0.27,0.32,0.03,0.3,Matches,2022-2023,Fiorentina,
Pietro Terracciano,it ITA,GK,32,42,42,3810.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Fiorentina,
Dodô,br BRA,DF,23,49,42,3607.0,40.1,1.0,3.0,4.0,1.0,0.0,0.0,8.0,1.0,1.0,1.0,3.0,4.0,117.0,200.0,157.0,0.02,0.07,0.1,0.02,0.1,0.03,0.09,0.11,0.03,0.11,Matches,2022-2023,Fiorentina,
Sofyan Amrabat,ma MAR,MF,25,47,39,3307.0,36.7,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.9,0.9,1.9,2.7,56.0,288.0,28.0,0.0,0.03,0.03,0.0,0.03,0.03,0.06,0.08,0.03,0.08,Matches,2022-2023,Fiorentina,
Rolando Mandragora,it ITA,MF,25,48,37,3236.0,36.0,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,3.7,3.7,6.8,10.4,29.0,212.0,104.0,0.11,0.14,0.25,0.11,0.25,0.11,0.21,0.32,0.11,0.32,Matches,2022-2023,Fiorentina,
Giacomo Bonaventura,it ITA,MF,32,48,36,3184.0,35.4,7.0,4.0,11.0,7.0,0.0,0.0,5.0,1.0,6.8,6.8,6.7,13.4,89.0,160.0,155.0,0.2,0.11,0.31,0.2,0.31,0.21,0.2,0.41,0.21,0.41,Matches,2022-2023,Fiorentina,
Nikola Milenković,rs SRB,DF,24,40,34,3177.0,35.3,3.0,1.0,4.0,3.0,0.0,0.0,8.0,0.0,2.5,2.5,1.2,3.7,14.0,112.0,6.0,0.08,0.03,0.11,0.08,0.11,0.08,0.04,0.12,0.08,0.12,Matches,2022-2023,Fiorentina,
Igor,br BRA,DF,24,41,35,3062.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.7,0.7,0.2,1.0,29.0,124.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,2022-2023,Fiorentina,
Lucas Martínez Quarta,ar ARG,DF,26,38,35,3050.0,33.9,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,3.1,3.1,1.1,4.2,29.0,184.0,6.0,0.03,0.06,0.09,0.03,0.09,0.1,0.04,0.14,0.1,0.14,Matches,2022-2023,Fiorentina,
Jonathan Ikone,fr FRA,FW,24,49,34,2939.0,32.7,6.0,6.0,12.0,6.0,0.0,0.0,8.0,1.0,6.2,6.2,5.2,11.4,114.0,87.0,265.0,0.18,0.18,0.37,0.18,0.37,0.22,0.18,0.4,0.22,0.4,Matches,2022-2023,Fiorentina,
Antonín Barák,cz CZE,MF,27,46,30,2604.0,28.9,8.0,1.0,9.0,8.0,0.0,0.0,5.0,0.0,4.8,4.8,2.9,7.7,57.0,124.0,112.0,0.28,0.03,0.31,0.28,0.31,0.19,0.12,0.31,0.19,0.31,Matches,2022-2023,Fiorentina,
Nicolás González,ar ARG,"FW,MF",24,40,27,2558.0,28.4,13.0,4.0,17.0,9.0,4.0,4.0,6.0,0.0,10.8,8.7,3.0,11.7,59.0,100.0,190.0,0.46,0.14,0.6,0.32,0.46,0.45,0.12,0.58,0.36,0.49,Matches,2022-2023,Fiorentina,
Christian Kouamé,ci CIV,FW,24,42,29,2447.0,27.2,5.0,9.0,14.0,5.0,0.0,0.0,6.0,0.0,6.8,6.8,6.2,13.0,57.0,74.0,266.0,0.18,0.33,0.51,0.18,0.51,0.27,0.24,0.51,0.27,0.51,Matches,2022-2023,Fiorentina,
Arthur Cabral,br BRA,FW,24,46,26,2415.0,26.8,16.0,1.0,17.0,14.0,2.0,2.0,5.0,0.0,12.4,10.8,1.8,12.6,15.0,27.0,118.0,0.6,0.04,0.63,0.52,0.56,0.52,0.08,0.6,0.46,0.53,Matches,2022-2023,Fiorentina,
Luka Jović,rs SRB,"FW,MF",24,48,25,2356.0,26.2,13.0,3.0,16.0,13.0,0.0,1.0,4.0,0.0,14.8,14.0,1.6,15.7,17.0,40.0,118.0,0.5,0.11,0.61,0.5,0.61,0.62,0.07,0.69,0.59,0.65,Matches,2022-2023,Fiorentina,
Riccardo Saponara,it ITA,FW,30,39,20,1778.0,19.8,6.0,4.0,10.0,6.0,0.0,0.0,4.0,0.0,3.6,3.6,4.8,8.4,73.0,86.0,200.0,0.3,0.2,0.51,0.3,0.51,0.18,0.24,0.43,0.18,0.43,Matches,2022-2023,Fiorentina,
Aleksa Terzić,rs SRB,DF,22,32,15,1616.0,18.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,2.9,3.4,60.0,59.0,100.0,0.06,0.17,0.22,0.06,0.22,0.03,0.18,0.21,0.03,0.21,Matches,2022-2023,Fiorentina,
Lorenzo Venuti,it ITA,DF,27,22,13,1272.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.9,1.4,34.0,65.0,56.0,0.0,0.07,0.07,0.0,0.07,0.04,0.06,0.1,0.04,0.1,Matches,2022-2023,Fiorentina,
Alfred Duncan,gh GHA,MF,29,29,14,1256.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.6,1.1,18.0,78.0,32.0,0.07,0.0,0.07,0.07,0.07,0.04,0.05,0.08,0.04,0.08,Matches,2022-2023,Fiorentina,
Luca Ranieri,it ITA,DF,23,19,12,1244.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.1,11.0,35.0,7.0,0.0,0.07,0.07,0.0,0.07,0.07,0.03,0.09,0.07,0.09,Matches,2022-2023,Fiorentina,
Gaetano Castrovilli,it ITA,MF,25,26,11,1139.0,12.7,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.2,2.2,1.2,3.4,27.0,31.0,38.0,0.32,0.08,0.4,0.32,0.4,0.2,0.11,0.31,0.2,0.31,Matches,2022-2023,Fiorentina,
Riccardo Sottil,it ITA,FW,23,24,10,1059.0,11.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,1.2,2.7,83.0,33.0,157.0,0.08,0.17,0.25,0.08,0.25,0.13,0.11,0.24,0.13,0.24,Matches,2022-2023,Fiorentina,
Pierluigi Gollini,it ITA,GK,27,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Fiorentina,
Michele Cerofolini,it ITA,GK,23,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Fiorentina,
Josip Brekalo,hr CRO,"FW,MF",24,11,3,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.7,1.5,17.0,24.0,45.0,0.0,0.0,0.0,0.0,0.0,0.18,0.16,0.34,0.18,0.34,Matches,2022-2023,Fiorentina,
Youssef Maleh,ma MAR,MF,23,10,5,397.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.0,1.6,3.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.37,0.13,0.37,Matches,2022-2023,Fiorentina,
Alessandro Bianco,it ITA,MF,19,12,3,293.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,7.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,2022-2023,Fiorentina,
Salvatore Sirigu,it ITA,GK,35,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Fiorentina,
Marco Benassi,it ITA,DF,27,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2022-2023,Fiorentina,
Szymon Żurkowski,pl POL,MF,24,4,0,81.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,5.0,5.0,0.0,1.11,1.11,0.0,1.11,0.14,0.06,0.2,0.14,0.2,Matches,2022-2023,Fiorentina,
Filippo Distefano,it ITA,FW,18,1,0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,Matches,2022-2023,Fiorentina,
Matija Nastasić,rs SRB,DF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Tommaso Vannucchi,it ITA,GK,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Dimo Krastev,bg BUL,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Lorenzo Amatucci,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Costantino Favasuli,it ITA,"DF,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Michael Kayode,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Tommaso Martinelli,it ITA,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2022-2023,Fiorentina,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
James Tarkowski,eng ENG,DF,30,45,44,4005.0,44.5,2.0,1.0,3.0,2.0,0.0,0.0,12.0,0.0,2.6,2.6,2.5,5.1,15.0,130.0,20.0,0.04,0.02,0.07,0.04,0.07,0.07,0.06,0.13,0.07,0.13,Matches,2023-2024,Everton,
Jordan Pickford,eng ENG,GK,29,42,42,3810.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Everton,
