MatchStatID,ClubID,OpponentClubID,SeasonID,CapitainPlayerID,DateID,MatchProfileID,Venue,GoalsFor,GoalsAgainst,Result,ExpectedGoals,ExpectedGoalsAllowed,Possession,Attendance,Formation,OpponentFormation,Referee
1,293,186,2020/21,35789,2021-03-21,909,Home,0.0,0.0,Draw,0.600000023841858,0.800000011920929,52.0,-1.0,4-4-2,4-4-1-1,Aurélien Petit
2,338,186,2022/23,34327,2023-03-12,905,Away,2.0,0.0,Won,1.60000002384186,1.70000004768372,60.0,6487.0,4-2-3-1,5-3-2,Pierre Gaillouste
3,248,186,2022/23,34780,2023-04-02,907,Away,1.0,1.0,Draw,1.5,0.899999976158142,63.0,6649.0,4-3-3,5-3-2,Eric Wattellier
4,234,186,2018/19,33454,2018-09-01,918,Away,0.0,1.0,Lost,1.5,0.699999988079071,67.0,9245.0,4-2-3-1,4-3-3,Eric Wattellier
5,293,186,2021/22,34329,2022-03-20,907,Away,0.0,1.0,Lost,1.20000004768372,1.79999995231628,51.0,7734.0,5-3-2,3-5-1-1,Jérémie Pignard
6,264,355,2024/25,33904,2025-02-05,704,Home,1.0,3.0,Lost,-1.0,-1.0,69.0,15043.0,4-2-3-1,4-2-3-1,Eric Wattellier
7,260,186,2018/19,37070,2018-11-04,889,Home,4.0,3.0,Won,2.09999990463257,1.79999995231628,62.0,22983.0,4-2-3-1,4-1-4-1,Thomas Léonard
8,243,186,2020/21,34113,2021-04-25,913,Away,1.0,0.0,Won,1.60000002384186,0.100000001490116,58.0,-1.0,4-4-2,5-3-2,Hakim Ben El Hadj Salem
9,356,355,2024/25,35122,2025-01-19,895,Away,0.0,2.0,Lost,0.699999988079071,0.899999976158142,52.0,9938.0,5-4-1,4-2-3-1,Stéphanie Frappart
10,264,355,2024/25,35758,2025-05-10,912,Away,1.0,2.0,Lost,1.0,0.699999988079071,71.0,14391.0,3-4-3,4-5-1,Clément Turpin
11,364,355,2024/25,39811,2024-10-26,923,Away,2.0,4.0,Lost,1.5,2.90000009536743,58.0,13796.0,4-1-4-1,4-2-3-1,Marc Bollengier
12,241,355,2024/25,36998,2024-10-04,921,Home,1.0,1.0,Draw,0.899999976158142,0.800000011920929,76.0,54568.0,4-2-3-1,4-2-3-1,Romain Lissorgue
13,293,186,2022/23,34329,2022-08-21,908,Away,3.0,1.0,Won,1.79999995231628,0.600000023841858,50.0,8735.0,4-3-3,4-2-3-1,Jérôme Brisard
14,264,186,2021/22,34965,2021-08-08,886,Home,0.0,2.0,Lost,0.300000011920929,0.899999976158142,57.0,23250.0,4-4-2,3-4-1-2,Jeremy Stinat
15,245,186,2019/20,33416,2019-12-21,896,Home,1.0,2.0,Lost,0.400000005960464,1.29999995231628,50.0,29807.0,4-4-1-1,4-1-4-1,Jérémie Pignard
16,241,186,2017/18,35458,2017-08-20,908,Home,1.0,1.0,Draw,1.29999995231628,0.600000023841858,59.0,51966.0,4-2-3-1,4-1-4-1,Jérôme Miguelgorry
17,293,186,2022/23,38505,2023-01-29,898,Home,4.0,0.0,Won,1.60000002384186,0.800000011920929,41.0,12629.0,4-1-4-1,4-4-2,Marc Bollengier
18,338,355,2024/25,39590,2024-10-20,922,Home,1.0,1.0,Draw,2.0,1.39999997615814,65.0,24107.0,4-2-3-1,4-2-3-1,Willy Delajod
19,245,186,2019/20,33416,2020-03-07,906,Away,0.0,2.0,Lost,1.39999997615814,0.800000011920929,54.0,12132.0,4-2-3-1,4-1-4-1,Stéphanie Frappart
20,243,186,2019/20,36701,2019-12-14,895,Away,0.0,0.0,Draw,0.400000005960464,1.10000002384186,66.0,9959.0,4-3-3,4-1-4-1,Hakim Ben El Hadj Salem
21,328,186,2022/23,34269,2023-02-12,901,Away,1.0,1.0,Draw,2.59999990463257,0.899999976158142,50.0,7873.0,4-2-3-1,4-4-2,Thomas Léonard
22,268,186,2019/20,37609,2019-09-25,921,Home,0.0,2.0,Lost,0.300000011920929,1.60000002384186,57.0,10177.0,4-3-3,4-3-3,Olivier Thual
23,245,186,2022/23,38915,2023-06-03,917,Home,1.0,0.0,Won,1.10000002384186,0.300000011920929,34.0,27650.0,4-2-3-1,5-3-2,Clément Turpin
24,236,186,2018/19,37387,2018-10-27,888,Away,2.0,1.0,Won,1.70000004768372,1.29999995231628,68.0,14186.0,4-3-3,4-1-4-1,Ruddy Buquet
25,293,186,2021/22,34329,2021-09-12,919,Home,1.0,1.0,Draw,1.29999995231628,1.20000004768372,49.0,10982.0,4-2-3-1,3-4-1-2,Jeremy Stinat
26,264,186,2017/18,34142,2018-04-07,911,Away,1.0,1.0,Draw,1.70000004768372,0.899999976158142,57.0,11893.0,4-2-3-1,4-1-4-1,Stéphane Jochem
27,251,186,2017/18,39312,2018-03-14,910,Home,2.0,1.0,Won,1.70000004768372,2.0,65.0,46757.0,4-3-3,4-1-4-1,Sébastien Desiage
28,241,186,2018/19,35458,2019-03-30,909,Home,2.0,2.0,Draw,1.29999995231628,2.20000004768372,55.0,53507.0,4-4-2,4-1-4-1,Jérôme Miguelgorry
29,328,186,2022/23,34269,2022-08-14,897,Home,2.0,2.0,Draw,0.800000011920929,1.39999997615814,40.0,15577.0,4-1-4-1,4-2-3-1,Ruddy Buquet
30,264,186,2020/21,33494,2020-12-16,892,Away,2.0,0.0,Won,0.600000023841858,0.400000005960464,43.0,-1.0,4-2-3-1,4-2-3-1,Bastien Dechepy
31,248,186,2017/18,34780,2017-09-22,921,Home,2.0,2.0,Draw,2.09999990463257,1.5,64.0,18023.0,4-4-2,5-4-1,François Letexier
32,244,186,2018/19,39611,2018-11-10,890,Away,0.0,1.0,Lost,0.400000005960464,0.800000011920929,60.0,8342.0,3-4-3,3-5-1-1,Jeremy Stinat
33,344,343,2023/24,36620,2023-08-19,947,Away,2.0,2.0,Draw,-1.0,-1.0,46.0,6406.0,4-2-3-1,4-2-3-1,Abdelatif Kherradji
34,338,186,2022/23,34327,2022-10-16,888,Home,3.0,2.0,Won,2.40000009536743,1.20000004768372,55.0,21141.0,4-3-3,5-3-2,Benoît Bastien
35,337,343,2023/24,33944,2024-02-17,942,Away,3.0,0.0,Won,-1.0,-1.0,54.0,15462.0,4-1-4-1,4-2-3-1,Nicolas Rainville
36,234,186,2019/20,36527,2020-02-07,902,Away,2.0,0.0,Won,1.60000002384186,0.600000023841858,50.0,9145.0,4-2-2-2,5-4-1,Benoît Bastien
37,293,186,2019/20,37598,2019-10-19,887,Away,1.0,0.0,Won,0.300000011920929,1.70000004768372,45.0,10369.0,4-2-3-1,4-1-4-1,Eric Wattellier
38,268,186,2017/18,36012,2018-04-21,913,Home,2.0,0.0,Won,2.59999990463257,0.699999988079071,41.0,14414.0,4-2-3-1,4-1-4-1,Jérôme Brisard
39,248,186,2020/21,34780,2020-11-01,923,Away,3.0,0.0,Won,2.29999995231628,0.400000005960464,48.0,-1.0,5-4-1,4-2-3-1,Jeremy Stinat
40,236,186,2019/20,36183,2019-08-16,897,Home,6.0,0.0,Won,1.10000002384186,0.400000005960464,66.0,49871.0,4-3-3,4-1-4-1,Benoît Millot
41,293,343,2023/24,34329,2024-01-06,706,Home,1.0,0.0,Won,-1.0,-1.0,64.0,10673.0,4-3-3,4-4-1-1,Stéphanie Frappart
42,264,186,2018/19,39179,2019-02-09,902,Home,1.0,2.0,Lost,1.10000002384186,0.800000011920929,67.0,25010.0,3-4-1-2,5-3-2,Amaury Delerue
43,260,186,2017/18,37070,2017-09-10,919,Home,1.0,1.0,Draw,0.699999988079071,2.40000009536743,53.0,29740.0,4-3-3,4-1-4-1,Karim Abed
44,243,186,2022/23,39685,2022-10-30,890,Home,2.0,0.0,Won,1.79999995231628,0.600000023841858,52.0,7069.0,3-4-1-2,5-3-2,Stéphanie Frappart
45,293,186,2019/20,35568,2020-02-29,905,Home,0.0,1.0,Lost,1.20000004768372,0.300000011920929,65.0,13313.0,4-2-3-1,4-1-4-1,Florent Batta
46,264,186,2021/22,34965,2022-02-13,902,Away,1.0,0.0,Won,0.300000011920929,0.5,36.0,6521.0,3-5-2,3-5-2,Pierre Gaillouste
47,251,355,2024/25,37521,2025-04-05,906,Home,1.0,0.0,Won,1.89999997615814,0.200000002980232,81.0,47736.0,4-3-3,5-3-2,Marc Bollengier
48,234,186,2019/20,36527,2019-09-13,919,Home,2.0,1.0,Won,1.39999997615814,0.699999988079071,56.0,32834.0,4-2-3-1,5-3-2,Ruddy Buquet
49,344,343,2023/24,36620,2024-02-10,941,Home,1.0,0.0,Won,-1.0,-1.0,50.0,16732.0,4-2-3-1,4-2-3-1,Mathieu Vernice
50,264,186,2020/21,39179,2021-02-21,904,Home,0.0,0.0,Draw,1.20000004768372,0.300000011920929,57.0,-1.0,4-1-2-1-2?,4-2-3-1,Hakim Ben El Hadj Salem
51,260,186,2017/18,37070,2018-02-17,904,Away,1.0,0.0,Won,0.600000023841858,2.0,60.0,11166.0,4-2-3-1,4-1-4-1,Antony Gautier
52,243,186,2021/22,34113,2021-12-01,893,Away,3.0,1.0,Won,3.09999990463257,1.29999995231628,52.0,8267.0,4-2-3-1,3-5-2,Romain Lissorgue
53,356,355,2024/25,36620,2024-11-24,889,Home,1.0,0.0,Won,0.600000023841858,0.899999976158142,48.0,16120.0,3-4-3,4-2-3-1,François Letexier
54,264,186,2022/23,33678,2022-10-09,887,Away,3.0,2.0,Won,2.0,2.09999990463257,46.0,8000.0,3-5-2,4-4-2,Clément Turpin
55,260,186,2019/20,39203,2019-09-22,920,Away,1.0,4.0,Lost,0.800000011920929,2.0,50.0,9831.0,4-2-3-1,4-1-4-1,Franck Schneider
56,234,186,2021/22,36527,2022-04-10,910,Away,1.0,1.0,Draw,1.20000004768372,0.5,65.0,9286.0,4-2-2-2,3-5-1-1,Thomas Léonard
57,293,355,2024/25,34329,2025-03-09,903,Home,2.0,0.0,Won,3.5,0.400000005960464,50.0,14612.0,4-4-1-1,4-2-3-1,Abdelatif Kherradji
58,268,186,2018/19,37710,2019-01-27,900,Home,0.0,0.0,Draw,1.5,1.5,57.0,11296.0,3-4-3,4-3-3,Johan Hamel
59,248,186,2020/21,38505,2021-02-07,902,Home,3.0,0.0,Won,1.20000004768372,0.899999976158142,51.0,-1.0,4-3-3,4-2-3-1,Jérôme Miguelgorry
60,241,186,2020/21,34967,2020-12-23,894,Away,1.0,2.0,Lost,1.5,0.600000023841858,69.0,-1.0,4-2-3-1,4-2-3-1,Hakim Ben El Hadj Salem
61,293,186,2020/21,36245,2020-09-27,919,Away,2.0,3.0,Lost,3.0,1.10000002384186,47.0,-1.0,4-2-3-1,4-3-3,Jeremy Stinat
62,264,186,2022/23,34965,2023-01-06,706,Home,0.0,0.0,Draw,-1.0,-1.0,53.0,10323.0,4-3-1-2,4-4-1-1,Willy Delajod
63,260,186,2020/21,37608,2020-12-11,891,Home,0.0,0.0,Draw,1.29999995231628,0.699999988079071,62.0,-1.0,4-2-3-1,4-2-3-1,Jérôme Miguelgorry
64,234,186,2021/22,36527,2021-11-06,890,Home,1.0,1.0,Draw,1.39999997615814,1.10000002384186,47.0,33305.0,4-4-2,3-4-1-2,François Letexier
65,293,355,2024/25,34329,2025-01-05,893,Away,0.0,2.0,Lost,1.0,1.79999995231628,61.0,12691.0,4-3-3,4-2-3-1,Benoît Millot
66,264,186,2022/23,34965,2023-02-18,902,Home,2.0,1.0,Won,1.70000004768372,1.20000004768372,36.0,25062.0,3-5-2,4-4-2,François Letexier
67,260,186,2020/21,37291,2021-03-13,907,Away,1.0,0.0,Won,0.800000011920929,0.200000002980232,46.0,-1.0,3-4-1-2,4-2-3-1,Benoît Millot
68,236,355,2024/25,33697,2024-12-07,891,Away,3.0,0.0,Won,2.0,0.600000023841858,63.0,16301.0,4-3-3,4-2-3-1,Marc Bollengier
69,351,355,2024/25,36581,2024-12-01,890,Home,0.0,1.0,Lost,0.300000011920929,2.09999990463257,55.0,20018.0,3-4-3,4-2-3-1,Willy Delajod
70,268,186,2017/18,36012,2017-10-21,887,Away,1.0,0.0,Won,0.200000002980232,1.5,50.0,11001.0,4-2-3-1,4-1-4-1,Johan Hamel
71,248,186,2017/18,34780,2018-04-13,912,Away,1.0,1.0,Draw,1.29999995231628,1.39999997615814,63.0,12754.0,4-3-3,4-1-4-1,Clément Turpin
72,241,186,2022/23,34967,2022-09-30,923,Away,3.0,0.0,Won,1.60000002384186,1.20000004768372,57.0,19000.0,3-4-3,4-4-2,Johan Hamel
73,351,355,2024/25,34065,2025-02-02,898,Away,1.0,1.0,Draw,2.20000004768372,1.29999995231628,41.0,11267.0,4-1-4-1,4-2-3-1,Jérémie Pignard
74,264,186,2017/18,34142,2017-10-28,888,Home,2.0,2.0,Draw,2.0,0.699999988079071,54.0,25011.0,4-1-2-1-2?,3-5-1-1,Amaury Delerue
75,248,186,2022/23,34780,2022-09-18,922,Home,0.0,1.0,Lost,1.29999995231628,1.5,50.0,18545.0,4-4-2,4-2-3-1,Bastien Dechepy
76,338,355,2024/25,39590,2025-03-02,902,Away,4.0,0.0,Won,3.5,0.400000005960464,54.0,12758.0,3-4-3,4-2-3-1,Jeremy Stinat
77,251,186,2020/21,37521,2021-01-16,898,Away,1.0,0.0,Won,1.39999997615814,0.899999976158142,61.0,-1.0,4-2-3-1,4-4-2,Amaury Delerue
78,264,186,2019/20,39179,2019-11-02,889,Away,0.0,1.0,Lost,1.20000004768372,1.20000004768372,64.0,9681.0,4-1-2-1-2?,4-1-4-1,Florent Batta
79,258,186,2018/19,34218,2018-08-18,897,Home,1.0,0.0,Won,0.300000011920929,0.400000005960464,58.0,19300.0,4-1-4-1,4-3-3,Olivier Thual
80,264,355,2024/25,35758,2024-09-15,918,Home,1.0,1.0,Draw,2.29999995231628,0.899999976158142,52.0,19135.0,4-4-2,4-2-3-1,Hakim Ben El Hadj Salem
81,258,186,2022/23,35772,2022-10-23,889,Away,2.0,1.0,Won,2.20000004768372,1.20000004768372,70.0,11500.0,4-4-2,5-3-2,Pierre Gaillouste
82,264,186,2018/19,39179,2018-10-06,923,Away,2.0,2.0,Draw,1.29999995231628,2.5,38.0,8930.0,3-4-1-2,4-1-4-1,Johan Hamel
83,289,186,2022/23,39811,2023-05-21,915,Home,2.0,2.0,Draw,1.5,1.20000004768372,57.0,11242.0,4-2-3-1,5-3-2,Florent Batta
84,268,186,2018/19,37710,2018-09-22,920,Away,0.0,0.0,Draw,0.400000005960464,0.899999976158142,60.0,10021.0,4-2-3-1,4-1-4-1,Florent Batta
85,289,186,2020/21,39811,2021-02-03,901,Home,0.0,0.0,Draw,0.5,0.300000011920929,57.0,-1.0,4-1-4-1,4-2-3-1,Aurélien Petit
86,241,186,2021/22,34967,2022-02-04,901,Home,5.0,2.0,Won,2.59999990463257,0.400000005960464,60.0,60000.0,4-1-2-1-2?,3-5-2,Jeremy Stinat
87,248,186,2021/22,34780,2022-02-20,903,Home,1.0,0.0,Won,0.800000011920929,0.800000011920929,58.0,18257.0,4-4-2,5-4-1,Romain Lissorgue
88,243,355,2024/25,34899,2025-03-15,904,Away,2.0,0.0,Won,2.0,0.5,56.0,11116.0,4-2-3-1,4-2-3-1,Willy Delajod
89,289,186,2019/20,33532,2020-02-01,900,Away,4.0,1.0,Won,1.39999997615814,1.29999995231628,51.0,8467.0,4-3-3,4-1-4-1,Amaury Delerue
90,244,355,2024/25,36474,2025-01-12,894,Home,1.0,3.0,Lost,1.20000004768372,3.79999995231628,58.0,11719.0,4-1-4-1,4-2-3-1,Romain Lissorgue
91,289,186,2022/23,39811,2022-08-31,919,Away,4.0,2.0,Won,2.29999995231628,1.70000004768372,43.0,6500.0,3-4-1-2,3-1-4-2,Jérémie Pignard
92,243,186,2020/21,39685,2021-01-09,896,Home,3.0,0.0,Won,2.09999990463257,0.699999988079071,56.0,-1.0,4-4-2,4-2-3-1,Benoît Bastien
93,289,186,2018/19,39811,2019-04-28,913,Away,1.0,1.0,Draw,0.300000011920929,0.699999988079071,42.0,11464.0,4-2-3-1,4-1-4-1,Karim Abed
94,234,355,2024/25,34218,2025-04-27,910,Away,2.0,0.0,Won,1.39999997615814,0.699999988079071,63.0,12865.0,4-4-2,4-2-3-1,Hakim Ben El Hadj Salem
95,248,186,2021/22,34780,2021-10-31,889,Away,2.0,1.0,Won,0.800000011920929,1.20000004768372,63.0,6788.0,4-4-2,3-4-1-2,Willy Delajod
96,241,186,2019/20,39208,2020-01-25,899,Home,0.0,0.0,Draw,0.400000005960464,0.200000002980232,66.0,55761.0,4-1-4-1,4-1-4-1,Johan Hamel
97,248,186,2018/19,34780,2018-12-04,893,Home,0.0,0.0,Draw,2.59999990463257,0.300000011920929,64.0,14123.0,3-4-3,3-5-1-1,Hakim Ben El Hadj Salem
98,234,186,2022/23,36527,2022-11-13,892,Home,1.0,0.0,Won,0.600000023841858,0.600000023841858,58.0,36360.0,4-2-3-1,5-3-2,Miguel Nogueira
99,248,186,2018/19,34780,2019-02-16,903,Away,0.0,3.0,Lost,0.600000023841858,2.0,72.0,11117.0,4-3-3,3-5-2,Franck Schneider
100,234,186,2017/18,35890,2017-08-27,918,Away,1.0,1.0,Draw,0.800000011920929,0.800000011920929,56.0,10284.0,4-2-3-1,4-1-4-1,Nicolas Rainville
101,289,355,2024/25,39764,2025-02-16,900,Home,0.0,1.0,Lost,1.70000004768372,1.5,63.0,11868.0,4-3-3,4-2-3-1,Florent Batta
102,243,186,2018/19,38538,2019-03-02,905,Away,2.0,2.0,Draw,1.5,1.10000002384186,63.0,11391.0,4-2-3-1,4-1-4-1,Antony Gautier
103,289,355,2024/25,35163,2024-09-29,920,Away,3.0,1.0,Won,2.90000009536743,1.10000002384186,47.0,8526.0,4-2-3-1,4-2-3-1,Eric Wattellier
104,234,186,2017/18,35890,2018-02-24,905,Home,1.0,2.0,Lost,0.800000011920929,1.60000002384186,67.0,28629.0,4-2-3-1,4-1-4-1,François Letexier
105,251,186,2018/19,39312,2018-08-25,908,Home,3.0,1.0,Won,1.79999995231628,1.5,59.0,47105.0,3-4-1-2,4-1-4-1,Jérôme Miguelgorry
106,244,186,2017/18,39611,2018-01-10,711,Away,1.0,0.0,Won,-1.0,-1.0,-1.0,4705.0,5-4-1,4-4-2,Ruddy Buquet
107,289,186,2021/22,39811,2022-03-13,906,Away,1.0,0.0,Won,1.5,2.09999990463257,38.0,5960.0,3-4-3,4-2-3-1,Mikael Lesage
108,234,186,2022/23,36527,2023-04-08,909,Away,0.0,1.0,Lost,1.39999997615814,1.0,66.0,7469.0,4-2-3-1,5-3-2,Mathieu Vernice
109,289,186,2021/22,39811,2021-12-05,894,Home,1.0,2.0,Lost,1.20000004768372,2.20000004768372,43.0,8238.0,3-4-1-2,3-5-2,Johan Hamel
110,243,355,2024/25,39321,2024-11-01,887,Home,0.0,1.0,Lost,1.39999997615814,0.5,63.0,10540.0,4-4-2,4-2-3-1,Abdelatif Kherradji
111,289,186,2018/19,33532,2018-10-20,887,Home,1.0,1.0,Draw,1.10000002384186,1.70000004768372,56.0,10954.0,4-2-3-1,4-3-3,Eric Wattellier
112,234,186,2020/21,34218,2021-05-23,917,Away,2.0,1.0,Won,1.60000002384186,0.600000023841858,43.0,-1.0,4-4-2,4-2-3-1,Benoît Bastien
113,251,186,2021/22,37521,2022-04-20,912,Away,3.0,0.0,Won,1.70000004768372,0.800000011920929,58.0,13000.0,3-5-2,5-3-2,Johan Hamel
114,241,186,2017/18,37228,2018-04-29,914,Away,1.0,1.0,Draw,2.0,1.10000002384186,56.0,15794.0,4-2-3-1,4-1-4-1,Nicolas Rainville
115,251,186,2018/19,37521,2019-05-11,915,Away,2.0,1.0,Won,0.800000011920929,2.40000009536743,63.0,14728.0,4-2-2-2,4-1-4-1,Florent Batta
116,243,186,2021/22,39685,2022-05-01,914,Home,2.0,0.0,Won,2.59999990463257,0.699999988079071,44.0,4616.0,4-2-3-1,3-1-4-2,Hakim Ben El Hadj Salem
117,251,186,2021/22,38525,2021-10-15,887,Home,2.0,1.0,Won,2.0,1.10000002384186,72.0,47646.0,4-3-3,3-4-1-2,Bastien Dechepy
118,234,186,2020/21,36527,2021-01-06,895,Home,1.0,2.0,Lost,0.400000005960464,0.600000023841858,65.0,-1.0,4-4-2,4-2-3-1,Thomas Léonard
119,251,186,2020/21,37521,2020-10-02,920,Home,6.0,1.0,Won,2.40000009536743,1.0,57.0,-1.0,4-4-2,5-4-1,Franck Schneider
120,234,186,2018/19,36527,2019-05-18,916,Home,5.0,0.0,Won,2.79999995231628,1.39999997615814,48.0,42704.0,4-4-2,4-3-3,François Letexier
121,289,186,2020/21,39702,2020-09-13,908,Away,0.0,1.0,Lost,0.400000005960464,2.0,42.0,-1.0,4-4-2,4-1-4-1,Benoît Bastien
122,243,186,2019/20,36701,2020-02-04,901,Home,1.0,0.0,Won,0.300000011920929,1.20000004768372,44.0,3585.0,4-3-1-2,4-1-4-1,Jeremy Stinat
123,248,186,2019/20,34780,2019-11-30,892,Home,3.0,1.0,Won,1.20000004768372,0.600000023841858,53.0,15814.0,4-3-3,4-1-4-1,Antony Gautier
124,236,355,2024/25,33697,2025-05-17,913,Home,2.0,0.0,Won,3.90000009536743,0.5,57.0,56517.0,4-2-3-1,4-5-1,Stéphanie Frappart
125,289,186,2019/20,33532,2019-11-09,890,Home,0.0,0.0,Draw,0.5,1.0,52.0,10876.0,4-2-3-1,4-1-4-1,Hakim Ben El Hadj Salem
126,236,186,2017/18,37984,2017-10-01,922,Away,3.0,3.0,Draw,1.39999997615814,1.10000002384186,40.0,11432.0,4-2-3-1,4-1-4-1,Mikael Lesage
127,258,186,2017/18,34218,2017-11-29,892,Away,2.0,1.0,Won,1.0,0.5,59.0,10364.0,4-2-3-1,4-1-4-1,Nicolas Rainville
128,244,186,2020/21,39611,2021-04-04,910,Away,1.0,1.0,Draw,2.20000004768372,1.10000002384186,38.0,-1.0,4-2-3-1,4-4-1-1,Florent Batta
129,248,186,2019/20,34780,2020-01-11,898,Away,1.0,1.0,Draw,1.20000004768372,1.10000002384186,56.0,9105.0,4-3-3,4-1-4-1,Willy Delajod
130,244,355,2024/25,34230,2025-04-13,907,Away,0.0,2.0,Lost,0.5,1.39999997615814,63.0,12547.0,5-4-1,5-3-2,Benoît Millot
131,258,186,2022/23,35772,2023-04-30,912,Home,4.0,2.0,Won,2.09999990463257,1.0,64.0,28028.0,4-1-4-1,5-3-2,Florent Batta
132,244,186,2017/18,35129,2018-02-03,902,Home,2.0,1.0,Won,0.400000005960464,1.10000002384186,62.0,9549.0,3-4-3,4-5-1,Stéphane Jochem
133,258,186,2020/21,34673,2021-04-17,912,Away,3.0,0.0,Won,1.29999995231628,0.600000023841858,59.0,-1.0,4-3-3,4-3-3,Thomas Léonard
134,234,355,2024/25,34218,2024-08-24,897,Home,2.0,0.0,Won,0.899999976158142,0.600000023841858,64.0,36906.0,3-4-3,5-3-2,
135,258,186,2020/21,34673,2020-10-23,922,Home,1.0,2.0,Lost,1.39999997615814,1.20000004768372,63.0,-1.0,4-1-4-1,4-2-3-1,Jérémie Pignard
136,241,186,2018/19,34967,2018-12-22,896,Away,1.0,1.0,Draw,1.5,2.0,61.0,15113.0,4-2-3-1,4-3-3,Jérôme Brisard
137,251,186,2022/23,37521,2023-04-21,911,Away,2.0,1.0,Won,1.60000002384186,1.79999995231628,65.0,16914.0,3-5-2,5-3-2,Eric Wattellier
138,241,186,2020/21,39208,2021-05-16,916,Home,3.0,2.0,Won,2.40000009536743,1.70000004768372,53.0,-1.0,4-4-2,4-2-3-1,Franck Schneider
139,258,355,2024/25,33495,2025-03-30,905,Away,3.0,0.0,Won,1.5,1.0,57.0,11747.0,3-4-3,4-3-3,Thomas Léonard
140,243,186,2022/23,34113,2023-05-07,913,Away,2.0,1.0,Won,2.09999990463257,1.0,40.0,9223.0,3-4-3,5-3-2,Jeremy Stinat
141,258,186,2020/21,34673,2021-02-11,706,Away,1.0,2.0,Lost,-1.0,-1.0,-1.0,-1.0,3-4-3,4-4-1-1,Benoît Bastien
142,244,186,2017/18,39611,2017-12-09,894,Away,1.0,1.0,Draw,1.20000004768372,1.39999997615814,44.0,8756.0,5-3-2,4-1-2-1-2,Stéphane Jochem
143,248,355,2024/25,39804,2025-04-20,909,Home,2.0,1.0,Won,2.79999995231628,0.400000005960464,53.0,25088.0,3-4-3,5-3-2,Jeremy Stinat
144,236,186,2022/23,33953,2023-02-25,903,Away,3.0,1.0,Won,1.10000002384186,1.5,57.0,12031.0,4-3-3,4-3-3,Florent Batta
145,251,186,2017/18,39312,2017-11-04,889,Away,5.0,0.0,Won,2.5,0.5,69.0,12381.0,4-3-3,5-3-2,Benoît Bastien
146,236,186,2021/22,37953,2022-04-03,909,Home,3.0,2.0,Won,1.70000004768372,1.79999995231628,61.0,34376.0,4-2-3-1,3-5-2,Eric Wattellier
147,258,186,2018/19,34218,2019-04-06,910,Away,3.0,3.0,Draw,2.20000004768372,1.60000002384186,55.0,12378.0,4-4-2,4-1-4-1,Nicolas Rainville
148,244,186,2019/20,39611,2020-02-22,904,Away,0.0,1.0,Lost,0.800000011920929,1.10000002384186,56.0,9453.0,3-4-3,5-3-2,Antony Gautier
149,258,186,2021/22,35772,2021-08-29,918,Away,0.0,2.0,Lost,0.899999976158142,2.20000004768372,48.0,6473.0,4-2-3-1,3-4-1-2,Antony Gautier
150,244,186,2022/23,39281,2022-09-11,921,Away,1.0,2.0,Lost,0.699999988079071,2.5,55.0,6165.0,4-2-3-1,4-2-3-1,François Letexier
151,258,186,2019/20,34673,2019-12-07,894,Home,2.0,1.0,Won,1.20000004768372,0.800000011920929,44.0,25656.0,4-4-2,4-1-4-1,Amaury Delerue
152,241,186,2022/23,34967,2023-05-14,914,Home,3.0,1.0,Won,2.70000004768372,0.300000011920929,62.0,63329.0,3-4-3,5-3-2,Benoît Millot
153,258,186,2019/20,34673,2020-01-28,704,Away,5.0,4.0,Won,-1.0,-1.0,60.0,9821.0,4-4-2,4-3-3,Thomas Léonard
154,241,186,2021/22,34298,2021-09-22,921,Away,0.0,0.0,Draw,0.699999988079071,0.400000005960464,60.0,12458.0,3-4-3,3-4-1-2,Ruddy Buquet
155,258,355,2024/25,39208,2024-12-15,892,Home,2.0,0.0,Won,0.600000023841858,0.400000005960464,44.0,27781.0,3-5-1-1,4-2-3-1,Hakim Ben El Hadj Salem
156,244,186,2019/20,39611,2019-10-26,888,Home,0.0,0.0,Draw,1.20000004768372,1.0,60.0,12678.0,3-4-1-2,4-1-4-1,Benoît Millot
157,251,186,2019/20,39312,2019-10-05,923,Home,4.0,0.0,Won,3.40000009536743,0.600000023841858,72.0,47700.0,4-3-3,4-5-1,Willy Delajod
158,310,186,2021/22,38993,2021-11-26,892,Home,2.0,2.0,Draw,1.29999995231628,1.5,50.0,35713.0,3-4-1-2,3-5-2,Florent Batta
159,258,186,2017/18,34218,2018-01-20,900,Home,1.0,0.0,Won,1.10000002384186,0.400000005960464,70.0,21186.0,4-2-3-1,4-1-4-1,Sébastien Moreira
160,310,355,2024/25,35456,2025-01-26,896,Home,1.0,0.0,Won,1.89999997615814,0.200000002980232,64.0,37321.0,5-3-2,4-2-3-1,Abdelatif Kherradji
161,251,186,2020/21,38056,2021-04-21,703,Home,5.0,0.0,Won,-1.0,-1.0,66.0,-1.0,4-2-3-1,4-2-3-1,Amaury Delerue
162,236,186,2022/23,33697,2022-09-03,920,Home,5.0,0.0,Won,1.39999997615814,1.0,64.0,39586.0,4-3-3,3-1-4-2,Thomas Léonard
163,248,355,2024/25,34780,2024-09-01,908,Away,4.0,1.0,Won,2.20000004768372,1.39999997615814,46.0,9168.0,3-4-3,5-3-2,Jeremy Stinat
164,244,186,2022/23,39281,2023-03-05,904,Home,5.0,0.0,Won,2.90000009536743,0.899999976158142,60.0,11664.0,4-2-3-1,4-3-3,Benoît Millot
